Player ,teamID,avg ,gp,gs ,ab ,r ,h ,2b ,3b ,hr ,rbi ,tb ,slg% ,bb ,hbp ,so ,gdp ,ob% ,sf ,sh ,sb,att ,year
Mike Turnure,SIM,0.299,38,38,134,24,40,10,1,2,26,58,0.433,6,3,19,2,0.336,3,2,2,2,2005
Travis Wiltgen,COE,0.298,41,38,131,40,39,5,1,1,15,49,0.374,28,5,30,3,0.436,1,2,14,18,2005
Matt Cessna,LUT,0.298,32,29,84,15,25,3,2,1,18,35,0.417,5,0,8,0,0.333,1,4,4,4,2005
Brian Ricken,BVU,0.296,41,41,152,39,45,7,0,1,15,55,0.362,6,7,18,2,0.352,0,6,16,18,2005
BJ Noethe,COE,0.294,23,14,51,9,15,5,0,0,8,20,0.392,3,4,3,1,0.379,0,2,2,3,2005
Dustin Roth,LOR,0.294,38,37,126,14,37,7,0,3,22,53,0.421,16,3,26,1,0.378,3,0,1,3,2005
Neil Theisen,LUT,0.293,36,31,123,28,36,5,3,1,21,50,0.407,4,3,10,1,0.323,3,1,5,7,2005
Matt Murphy,CEN,0.291,29,26,79,17,23,4,0,0,8,27,0.342,15,2,9,5,0.412,1,3,0,0,2005
Dan Flaherty,CEN,0.289,19,14,45,11,13,2,1,0,6,17,0.378,4,3,12,2,0.385,0,1,3,4,2005
Andy Long,CEN,0.288,24,22,73,16,21,3,0,0,11,24,0.329,8,7,15,2,0.409,0,1,2,2,2005
Justin Stoulil,SIM,0.287,33,30,87,20,25,3,3,4,18,46,0.529,12,5,15,0,0.404,0,3,0,1,2005
Brandon Steinbrecher,WAR,0.284,38,34,109,16,31,0,0,7,21,52,0.477,7,3,17,6,0.339,2,0,1,1,2005
Travis Lyons,DBQ,0.284,18,17,67,14,19,2,1,1,11,26,0.388,3,1,6,0,0.319,1,0,4,4,2005
Chris Robertson,WAR,0.283,48,48,159,28,45,15,2,2,24,70,0.44,19,4,24,1,0.372,1,0,0,0,2005
Zach Habben,BVU,0.278,18,8,36,3,10,4,0,1,9,17,0.472,3,0,13,2,0.333,0,0,0,0,2005
Cody Cooper,SIM,0.273,11,4,11,3,3,2,0,0,3,5,0.455,2,3,6,0,0.471,1,0,2,2,2005
Josh Schauf,COE,0.27,33,29,74,11,20,2,0,0,9,22,0.297,11,9,19,1,0.426,0,2,4,6,2005
Justin Maxwell,COE,0.267,36,28,86,10,23,4,0,0,14,27,0.314,9,5,19,0,0.366,1,2,6,7,2005
Brock Auten,COE,0.267,40,37,146,23,39,14,0,4,36,65,0.445,7,1,27,1,0.301,2,0,10,11,2005
Joe Gigac,LOR,0.265,24,16,49,4,13,1,0,0,8,14,0.286,10,0,12,1,0.383,1,2,0,2,2005
Ryan Smuck,COE,0.264,32,30,87,16,23,3,1,0,7,28,0.322,9,2,14,0,0.34,2,1,2,2,2005
Alex Ross,LUT,0.262,22,19,61,12,16,2,0,1,7,21,0.344,7,0,5,0,0.338,0,0,4,4,2005
Jeremy Kippley,CEN,0.262,36,35,103,22,27,6,2,4,18,49,0.476,9,13,30,1,0.392,0,1,1,1,2005
Jeremy Rannals,DBQ,0.26,33,30,96,14,25,4,1,1,13,34,0.354,8,9,16,0,0.372,0,0,5,9,2005
Mark Huber,DBQ,0.25,26,21,68,9,17,4,0,0,8,21,0.309,7,6,6,0,0.361,2,1,1,1,2005
Justin Owens,CEN,0.25,28,22,64,9,16,0,0,1,10,19,0.297,1,2,13,2,0.284,0,6,1,1,2005
Mike White,DBQ,0.25,23,16,52,7,13,1,2,0,8,18,0.346,2,3,6,0,0.316,0,1,1,1,2005
Chris Dolezal,BVU,0.25,17,15,40,8,10,1,0,0,8,11,0.275,3,2,12,2,0.326,1,2,1,1,2005
George Bruggenthies,LOR,0.25,19,5,20,2,5,2,0,0,3,7,0.35,5,1,4,0,0.423,0,0,0,1,2005
Gregg Williams,LOR,0.246,31,17,61,13,15,1,0,1,8,19,0.311,5,0,13,1,0.303,0,2,2,2,2005
Don Pirkle,LOR,0.244,14,11,41,3,10,0,0,1,6,13,0.317,4,0,5,2,0.311,0,0,0,1,2005
Aaron Hadenfeldt,COR,0.243,32,32,103,20,25,3,0,0,9,28,0.272,4,2,30,1,0.284,0,2,3,3,2005
Dusty Kain,SIM,0.242,37,37,132,27,32,4,1,1,13,41,0.311,21,1,14,1,0.351,0,3,13,16,2005
Patrick Henderson,WAR,0.241,43,38,116,21,28,2,0,1,14,33,0.284,20,0,33,1,0.345,3,1,4,4,2005
Cole Lyons,DBQ,0.241,37,37,112,23,27,3,0,0,18,30,0.268,9,7,19,0,0.328,3,1,7,8,2005
Nathan Dlouhy,COE,0.24,37,32,100,18,24,5,0,0,15,29,0.29,7,1,16,2,0.291,2,2,6,7,2005
Josh Sandin,CEN,0.239,27,22,71,17,17,3,0,1,12,23,0.324,4,4,12,1,0.316,0,1,0,1,2005
Benjamin Ecker,DBQ,0.238,15,5,21,2,5,4,0,1,3,12,0.571,0,3,7,1,0.333,0,0,0,0,2005
Ryan Dunkel,DBQ,0.236,37,37,127,15,30,9,0,0,20,39,0.307,10,7,18,1,0.324,1,1,0,0,2005
Jeffrey Hiatt,LUT,0.235,15,8,17,7,4,0,0,0,3,4,0.235,3,0,5,0,0.35,0,1,1,1,2005
Dustin Townsend,WAR,0.235,9,5,17,2,4,0,0,0,3,4,0.235,0,0,4,0,0.235,0,1,0,0,2005
Brook Beisell,SIM,0.234,27,22,64,14,15,5,3,0,12,26,0.406,12,2,14,0,0.372,0,1,8,8,2005
Tom Sieverding,LOR,0.233,30,22,60,9,14,0,1,0,13,16,0.267,8,1,20,0,0.329,1,2,3,5,2005
Jim Bose,COR,0.231,13,11,26,5,6,0,0,1,8,9,0.346,4,3,11,0,0.371,2,0,0,0,2005
Marc Geoders,BVU,0.222,35,30,81,14,18,4,0,0,9,22,0.272,11,1,9,1,0.323,0,4,3,6,2005
Kyle Noesen,COR,0.222,22,21,63,11,14,2,1,1,9,21,0.333,8,0,12,1,0.306,1,0,5,8,2005
Aaron Becker,LOR,0.222,25,13,54,9,12,3,0,0,3,15,0.278,6,3,12,0,0.333,0,1,1,1,2005
Matt Ritchey,SIM,0.222,4,2,9,1,2,0,1,0,4,4,0.444,0,0,2,0,0.222,0,0,0,0,2005
Chris Beall,SIM,0.216,37,37,111,14,24,7,0,2,17,37,0.333,9,0,19,4,0.27,2,3,0,0,2005
Dan Lynch,LOR,0.214,34,34,98,20,21,5,1,0,12,28,0.286,8,6,25,2,0.313,0,3,6,8,2005
Tom Kersbergen,WAR,0.212,17,11,33,3,7,2,0,1,5,12,0.364,1,2,10,0,0.27,1,1,1,2,2005
Matt Scherbring,WAR,0.212,14,10,33,5,7,2,0,0,4,9,0.273,4,0,4,1,0.289,1,0,0,0,2005
Jared Spangenberg,COR,0.205,18,12,44,5,9,1,1,0,1,12,0.273,1,0,9,1,0.222,0,1,0,0,2005
Jase Jensen,COE,0.2,23,1,10,6,2,0,0,0,1,2,0.2,1,0,3,0,0.273,0,0,2,4,2005
Dennis Brodbeck,LUT,0.2,9,2,10,1,2,1,0,1,5,6,0.6,2,0,0,0,0.333,0,0,0,0,2005
Spencer Jones,LUT,0.2,4,1,5,1,1,0,0,0,0,1,0.2,1,0,2,0,0.333,0,0,0,0,2005
Mike Marola,DBQ,0.2,6,0,5,1,1,0,0,0,0,1,0.2,0,0,0,0,0.2,0,0,0,0,2005
Brett Delaney,CEN,0.2,5,1,5,0,1,0,0,0,1,1,0.2,2,0,1,0,0.429,0,0,0,0,2005
Anthony Cozzi,COR,0.194,12,10,31,7,6,1,0,0,2,7,0.226,2,2,5,1,0.278,1,1,2,2,2005
Troy Peterson,LUT,0.192,17,7,26,5,5,0,1,0,5,7,0.269,7,2,5,1,0.4,0,1,0,0,2005
Ruben Gandarilla,DBQ,0.188,5,5,16,3,3,1,0,0,4,4,0.25,4,0,4,0,0.35,0,0,0,1,2005
Justin List,BVU,0.182,9,3,11,3,2,1,0,0,1,3,0.273,0,2,4,0,0.308,0,0,0,0,2005
Jason Crane,DBQ,0.18,24,14,50,9,9,1,1,0,1,12,0.24,2,3,16,1,0.255,0,1,2,2,2005
Matt Mausser,LOR,0.176,19,17,51,12,9,2,1,0,3,13,0.255,6,4,11,1,0.311,0,0,0,0,2005
Grant Lodden,COE,0.167,14,4,24,1,4,2,0,0,4,6,0.25,3,0,11,0,0.259,0,0,0,0,2005
Curtis Bickford,COE,0.154,15,6,26,5,4,1,0,1,5,8,0.308,2,2,8,0,0.267,0,0,0,0,2005
Mark Becker,DBQ,0.154,13,3,13,3,2,0,0,0,0,2,0.154,3,0,3,0,0.313,0,0,0,0,2005
Patrick Reilly,LOR,0.143,32,22,63,10,9,1,0,0,4,10,0.159,13,3,13,0,0.316,0,1,6,7,2005
Joey Campanelli,COR,0.138,11,6,29,3,4,0,0,0,1,4,0.138,1,0,11,0,0.167,0,1,1,1,2005
Michael Barta,BVU,0.125,21,14,32,3,4,2,0,1,4,9,0.281,6,1,13,1,0.275,1,3,1,1,2005
Brad Hintgen,LOR,0.118,12,4,17,3,2,0,0,0,0,2,0.118,1,0,3,3,0.167,0,0,0,0,2005
Dustin Schulz,BVU,0.111,7,0,9,1,1,0,0,0,2,1,0.111,1,0,4,0,0.2,0,0,0,0,2005
Neal Reasland,COR,0.111,6,2,9,2,1,1,0,0,0,2,0.222,1,0,4,0,0.2,0,0,0,0,2005
Tim Rodemeyer,WAR,0.1,7,4,10,0,1,0,0,0,0,1,0.1,1,1,4,0,0.25,0,0,0,0,2005
AJ Wieck,SIM,0.077,14,8,26,3,2,1,0,0,1,3,0.115,4,2,10,1,0.25,0,0,0,0,2005
Nathan Mozena,DBQ,0.05,16,6,20,0,1,0,0,0,2,1,0.05,1,1,5,0,0.136,0,1,0,0,2005
Justin Burns,BVU,0,11,3,15,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,2005
Scott Mangin,WAR,0,4,2,9,1,0,0,0,0,1,0,0,2,0,3,0,0.182,0,0,0,0,2005
Ryan Johnson,WAR,0,5,3,8,0,0,0,0,0,0,0,0,2,0,3,0,0.2,0,0,1,1,2005
Matt Kuempel,CEN,0,6,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2005
Ashton Northern,COE,0,7,1,7,0,0,0,0,0,0,0,0,1,0,2,0,0.125,0,1,0,0,2005
Mitch Williams,DBQ,0,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
Blake Rieman,SIM,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2005
Jacob Vaverka,CEN,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005
TJ Kasperbauer,SIM,0,6,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0.333,0,0,0,0,2005
Dave Strellner,LOR,0,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0.5,0,0,0,0,2005
Jon Doudna,CEN,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
Ben Gander,CEN,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005
Quince Springer,COE,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.5,0,0,0,0,2005
Joshua Toufar,LUT,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
Justin Patnode,LUT,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
Steve Murray,COR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005
Eric Blunt,COR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005
Steve Kreinbrink,COR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005
Bart Dlouhy,COE,0,13,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2005
Blake Wittrock,BVU,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005
Aaron Roland,SIM,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,2005
Drew Riemenschneider,CEN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005
Tim Andrews,LOR,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,2005
Brock Hall,LOR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
Grant Kaestner,LOR,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,2005
Tad Barry,COR,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
Tyler Downing,COR,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2005
Anthony Kobler,COR,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2005
Rob Rossi,LOR,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2005
Matt Rohach,CEN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2005
