attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
80,"Mar 21, 2009",lutham2,2,Kaczrowski,"Hughes, L.",Humerickhous,"Buresh, A","Sand, B.","Rogers, T.","Shu, T.","Miller, C.","Powell, A.",3,1,"Modrynski, J",3,0000100,ss,c,3b,dh,1b,rf,lf,cf,2b,"Bland, M.","hamline university
",Hamline University,"Bland, M.",,7.0,Y,,"Phoenix, Ariz. (Mountain View HS)",3:25   ,2:05   ,,"luther college
",Luther College,Nate Neis,Chris Reynolds,Jake Waddle,Ben Schott,Zack Topping,Matthew Bruhn,Joe Thompson,Steve Beckman,Alex Thomas,0,13,Greg Siems,15,3310303,3b,2b,c/rf,1b,dh,lf,rf/c,ss,cf,Jeff Riddle,,Jeff Riddle
,"Mar 13, 2009",simuwst1,1,Giebel,Stace,O'Connell,Smolinski,Gilbertson,Lorenzen,Tschida,Carlson,LaBrosse,2,8,Kraft,9,0011033,lf,c,3b,dh,2b,1b,rf,cf,ss,Hanson,wis.-stout,Wis.-Stout,Kyle Hanna,,7.0,Y,,"Phoenix, AZ (South Mountain CC)",  ,  ,,"simpson college
",Simpson College,Corey Rasmussen,Jesse Reis,Cory Dawson,Curt Bjork,Dave Johnson,Chris Jones,Jared Swim,Scott Ethell,Jason Hayes,2,7,Kyle Hanna,10,1000501,ss,2b,dh,c,1b,lf,cf,3b,rf,Dan Murphy,,Kraft
60,"Mar 08, 2009",loruwsup,,Adam Gross,Ben Kuebel,Nick Olberding,Clark Egdorf,John Schroeder,BJ Juergens,Austin Brown,Tyler Shireman,Alex Miklo,0,5,Nick Olberding,6,00000212X,cf,3b,ss/p,1b,c,dh,lf,rf,2b,Kyler Laurie,"loras college
",Loras College,Saufley,,9.0,Y,,"Minneapolis, MN (HHH Metrodome)",6:00 am   ,  ,,"wis.-superior
",Wis.-Superior,Logering,Lagadin,Schlangen,Cummings,Hoium,Labelle,Leer,Dudero,Williamson,4,3,Ransom,9,100010001,dh,rf,3b,2b,1b,lf,cf,c,ss,Wink,,Kyler Laurie
72,"Apr 24, 2009",coelut1,,Nate Neis,Chris Reynolds,Jake Waddle,Zack Topping,Ben Schott,Joe Thompson,Mark Weber,Steve Beckman,Alex Thomas,3,4,Jeff Riddle,4,0000100300,3b,2b,c,dh,1b,rf,lf,ss,cf,Cody Hyland,"luther college
",Luther College,Jeff Riddle,,10.0,Y,,"Decorah, Iowa (Luther College)",3:00 pm   ,2:35   ,,"coe college
",Coe College,Tyler McAllister,Jeff Wagner,Pat Richmond,Ryan Schisler,Ryan Velvick,Adam Nisenson,Spencer Sobba,Justin Svehla,Jon Reiner,1,8,Cody Raisch,11,1002100004,ss,cf,1b,lf,3b,rf,dh,2b,c,Cody Raisch,,Cody Raisch
88,"Apr 29, 2009",cencor3,,Michael Tierney,Matt Pfister,Casey Korn,Andrew Patzke,Caleb Wilson,Matthew Shimanovsky,Dan Krauss,Andy Krekel,Ryan Fincham,6,0,Adam Harrington,3,00000000,cf,dh,ss/1b,3b,rf,2b/ss,1b,c,lf,David Bartine,"cornell college
",Cornell College,David Bartine,,8.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",6:00 PM   ,2:06   ,,"central college
",Central College,Ben Tressel,Anthony Miller,Caleb Rangel,Jarred Lackey,Mike Furlong,Derek Knutson,Ben Chestnut,Josh Stanton,Dave Lakin,0,10,Doug Eisenman,12,21312001,cf,3b,lf,rf,ss,1b,dh,c,2b,D.J. Glasgow,,D.J. Glasgow
100,"Mar 10,2009",dbqbwc,,C. Kidd,S. Nealon,R. Kreisher,B. Stoper,J. Martin,Boveington,J. Gross,R. Nordquist,M. Brisky,2,19,J. Susin,21,0531415,cf,2b,1b,lf,ss,dh,3b,c,rf,S. Luthman,baldwin-wallace,Baldwin-Wallace,Michael Loney,,7.0,Y,,"Winter Haven, Fla. (Lake Myrtle Field #3)",1:00   ,3:00   ,,"dubuque, univ. of","Dubuque, Univ. of",Chris Hylland,Richard Garcia,Evan Bierman,Alex Larson,Jesse Ramirez,Shadi Abuhakmeh,Michael Hoppman,Ryan Pyles,Caleb Russell,4,9,Bobby Orosco,12,1110402,2b,lf,3b,cf,c,dh,1b,rf,ss,Michael Loney,,S. Luthman
119,"May 08, 2009",iiac05,,Brandon Pietrzyk,Michael Stephenson,Mark Blum,Kevin Kloewer,Brad Blum,Michael Hoffman,Garrett Hill,Brock Yossi,Tyler Case,5,9,Kyle Dupic,12,00010305X,rf,2b,1b,c,ss,lf,dh,3b,cf,Ryan Wuebker,"buena vista university
",Buena Vista Univ.,Jared Sass,Game 5 of IIAC Tournament.,9.0,Y,,"Cedar Rapids, Iowa (Veteran's Stadium)",9:58 am   ,2:10   ,HP: Mike Gansemer  1B: Mike Botts  3B: Kevin F,"simpson college
",Simpson College,Corey Rasmussen,Jared Swim,Scott Ethell,Dave Johnson,Cory Dawson,Jesse Reis,Chris Jones,Curt Bjork,Cale Smith,1,4,Jared Sass,4,010000030,cf,rf,3b,1b,dh,2b,lf,c,ss,Kyle Hanna," Mostly Sunny, 70",Kyle Dupic
110,"Mar 06, 2009",bvunwu1,1,"McGowan, A","Hubka, M","Hilgenkamp,","Petersen, C","Beckman, B","Ostrom, J","Peters, J","Beckmann, D",Stephenson,0,8,"Hilgenkamp,",6,103004X,lf/3b,dh/c,3b/p,1b,rf,ss,cf,c/1b,2b,"Schmidt, O","nebraska wesleyan university
",Nebraska Wesleyan,Ryan Wuebker,,7.0,Y,,"Lincoln, Neb. (Sherman Field)",4:58 pm   ,1:49   ,HP: Frank McEntarfer  1B: Jerry Fraz,"buena vista university
",Buena Vista Univ.,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Brock Yossi,Tyler Case,Michael Stephenson,5,5,Nick Lanning,7,3010100,ss,1b,rf,lf,c,dh,3b,cf,2b,Ryan Wuebker,,"Gatzemeyer,"
218,"May 02, 2009",cenwar3,,Ben Roemmich,Danny Rose,Mike Johnson,Patrick Grau,Kyle Jones,Justin Putz,A.J. Lewis,Isiah Stevens,Zach Nagle,1,5,Tom Keesy,10,1001030,lf,ss,1b,cf,rf,dh,c,3b,2b,Jake Kuennen,"wartburg college
",Wartburg College,Jake Kuennen,,7.0,Y,,"Waverly, Iowa (Hertel Field)",3:47 PM   ,2:14   ,HP: Jeff Frese  1B: Pat Hobreg,"central college
",Central College,Ben Tressel,Anthony Miller,Caleb Rangel,Jarred Lackey,Mike Furlong,Derek Knutson,Blake Smith,B.J. Pilling,Tyler Wivinis,1,8,Doug Eisenman,11,0202121,cf,3b,lf,rf,ss,1b,c,dh,2b,Josh Nalan,,Josh Nalan
125,"Apr 21, 2009",bvulut1,1,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Garrett Hill,Brock Yossi,Tyler Case,Michael Stephenson,3,6,James Stone,15,03110001,ss,1b,rf,lf,c,dh,3b,cf,2b,Nathan Smejkal,#18 buena vista univ.,#18 Buena Vista Univ.,Nate Todd,,8.0,Y,,"Storm Lake, Iowa (BVU/SL HS Filed)",3:30pm   ,2:15   ,,"luther college
",Luther College,Nate Neis,Chris Reynolds,Jake Waddle,Zack Topping,Ben Schott,Joe Thompson,Mark Weber,Steve Beckman,Alex Thomas,2,5,Nate Todd,5,21002000,3b,2b,c,dh,1b,rf,lf,ss,cf,Nate Todd,,James Stone
235,"Apr 24, 2009",lorsim2,2,Alex Miklo,Nick Olberding,Ben Kuebel,Clark Egdorf,Austin Brown,BJ Juergens,Clay Henricksen,Tyler Shireman,Adam Gross,2,16,Mike Kennedy,18,031039X,2b,ss,3b/ss,1b,lf,dh,c,rf,cf,Austin Safranski,"loras college
",Loras College,Kyle Hanna,,7.0,Y,,"Dubuque, IA (Petrakis Park)",7:20   ,2:00   ,,"simpson college
",Simpson College,Corey Rasmussen,Jared Swim,Cory Dawson,Dave Johnson,Scott Ethell,Chris Jones,Jesse Reis,Curt Bjork,Cale Smith,0,3,Dan Murphy,9,0001011,cf,rf,dh,1b,3b,lf,2b,c,ss,Kyle Hanna,,Austin Safranski
50,"Mar 05, 2009",warsju2,,Skluzacek,Boys,Loonan,Henkemeyer,Butorac,Traut,Hengel,Gurbada,Eiden,1,6,Aebly,10,01004100X,c,cf,dh,1b,3b,rf,ss,lf,2b,Wahl,saint john's univ.,Saint John's Univ.,Jake Kuennen,,9.0,Y,,"Chandler, Ariz. (Snedigar 1)",2 p.m.   ,2:22   ,,"wartburg college
",Wartburg College,Danny Rose,Zach Nagle,Jerrold Martijn,Mike Johnson,Patrick Grau,Kyle Jones,A.J. Lewis,Billy Schmitt,Steve Chamberlin,2,4,Brad Watson,10,000012001,ss,3b,cf,1b,rf,lf,c,dh,2b,Jake Kuennen,,Wahl
122,"Apr 10, 2009",lutsim1,,Nate Neis,Chris Reynolds,Jake Waddle,Zack Topping,Ben Schott,Steve Beckman,Joe Thompson,Darin Schneider,Alex Thomas,2,8,Jeff Riddle,16,00000103004,3b,2b,c,dh,1b,ss,rf,lf,cf,Nate Todd,"luther college
",Luther College,Chris Dorff,,11.0,Y,,"Decorah, Iowa (Luther College)",3:00 pm   ,5:30   ,,"simpson college
",Simpson College,Corey Rasmussen,Jesse Reis,Cory Dawson,Dave Johnson,Chris Jones,Scott Ethell,Curt Bjork,Jared Swim,Jason Hayes,2,5,Chris Dorff,10,00310000001,ss,2b,dh,1b,lf,3b,c,cf,rf,Clint Rhodes,,Jeff Riddle
23,"Mar 12, 2009",coeaur2,2,Tyler McAllister,Pat Richmond,Ryan Velvick,John Logan,Ryan Schisler,Sean Raisch,Max Tunning,Joe Swanson,Drew Otto,1,6,Alec Lewis,7,410001X,ss,1b,rf,dh,lf,3b,2b,cf,c,Alec Lewis,"coe college
",Coe College,Kapusta,,7.0,Y,,"Orlando, FL (Lake Myrtle)",4:00 pm   ,2:30   ,,aurora university,Aurora University,Brauer,Damore,Wellner,Peterson,Warner,Anklam,Williamson,Fitzgerald,Shriner,4,5,Kapusta,7,0005000,2b,ss,cf,1b,rf,dh,c,3b,lf,Kapusta,,Alec Lewis
148,"Mar 24, 2009",lutober2,2,Master,Verne,Puterbaugh,Simon,Cantrill,Kauder,Mouch,Bourke,Bloomfield,1,2,Campion,9,0000020,rf/cf,lf/rf,2b/3b,1b,c,dh,3b,ss,cf,Brua,"oberlin college
",Oberlin College,Brua,,7.0,Y,,"Mesa, Arizona (Gene Autry Park)",3:30 pm   ,2:00   ,,"luther college
",Luther College,Nate Neis,Jake Waddle,Ben Schott,Zack Topping,Mark Weber,Chris Reynolds,Dan Genrich,Steve Beckman,Darin Schneider,0,6,Paul Pichelmann,11,1003002,2b,rf,1b,c,dh,ss,lf,3b,cf,Adam Kohls,,Adam Kohls
120,"Mar 15, 2009",lorand,,Jarrett,"Hazen, Jer.",Hiatt,Lantz,"Young, C.",Tucker,Schnepp,Addington,Roundtree,1,20,"Daniels, S.",20,104555X,cf,ss,3b,c,rf,dh,1b,lf,2b,Dillon,anderson university,Anderson University,Alex Mallonee,,7.0,Y,,"Winter Haven, FL (Field #3)",11:00 et   ,2:05   ,,"loras college
",Loras College,Adam Gross,Ben Kuebel,Nick Olberding,Kyle Soeder,John Schroeder,Clark Egdorf,Tyler Shireman,Austin Brown,Alex Miklo,4,4,Clark Egdorf,8,0020200,cf,3b,ss,lf,c,1b/p,rf,dh,2b,Alex Mallonee,,Dillon
119,"Feb 24, 2009",warsto2,2,Carson Jones,Tyler Jones,Nick Fuerst,Sam Baltes,T. Mathison,J. Tobias,B. Hoffmann,T. Johnson,P. Wadzinski,0,5,Erik Olson,9,0100103,cf,rf,3b,dh,2b,ss,lf,1b,c,Ben Hughes,"st. olaf college
",St. Olaf College,Danny Rose,,7.0,Y,,Minneapolis (H.H.H. Metrodome),8:30pm   ,1:48hrs   ,,"wartburg college
",Wartburg College,Danny Rose,Steve Chamberlin,Jerrold Martijn,Mike Johnson,Kyle Jones,Patrick Grau,A.J. Lewis,Zach Nagle,Spencer Stumpff,1,4,Danny Rose,7,0004000,ss/p,2b,cf,1b,rf,dh,c,3b/ss,lf,Brad Watson,,Erik Olson
,"Feb 27, 2009",corgcc,,S. Thompson,Moran,B. Wilson,Magister,Kriger,B. Stombaugh,T. Thompson,Z. Wilson,Perkins,0,8,Krull,16,10500002X,cf,rf,ss,c,dh,1b,3b,2b,lf,Metcalf,grove city college,Grove City College,Jesse Searls,,9.0,Y,,"Winter Haven, Fla.",9:00 AM   ,  ,,"cornell college
",Cornell College,Matthew Shimanovsky,Jason Douglas,Casey Korn,Andrew Patzke,J.T. Pells,Nick Weinmeister,Dan Krauss,Ryan Fincham,Caleb Wilson,3,7,Jesse Searls,12,003021100,2b,c,ss,lf,dh,3b,1b,cf,rf,Adam Butler,,Krull
100,"Apr 18, 2009",lorlut3,2,Alex Miklo,Nick Olberding,Ben Kuebel,Clark Egdorf,John Schroeder,Austin Brown,BJ Juergens,Tyler Shireman,Adam Gross,1,12,Greg Farrey,14,004350X,2b,ss,3b,1b,c,lf,dh,rf,cf,Austin Safranski,"loras college
",Loras College,Max Flaig,,7.0,Y,,"Dubuque, IA (Petrakis Park)",1:45   ,2:15   ,,"luther college
",Luther College,Nate Neis,Chris Reynolds,Zack Topping,Ben Schott,Mark Weber,Steve Beckman,Jake Waddle,Joe Thompson,Alex Thomas,2,1,Jeff Riddle,6,1000000,3b,2b,dh,1b,lf,ss,c,rf,cf,Max Flaig,,Austin Safranski
175,"May 02, 2009",bvusim3,2,Brandon Pietrzyk,Michael Stephenson,Mark Blum,Kevin Kloewer,Brad Blum,Michael Hoffman,Brock Yossi,Garrett Hill,Tyler Case,1,15,Brandon Pietrzyk,12,140091X,rf,2b,1b,c,ss,lf,3b,dh,cf,Nathan Smejkal,"buena vista university
",Buena Vista Univ.,Chris Dorff,,7.0,Y,,"Storm Lake, Iowa (BVU/SL HS Field)",3:30pm   ,2:30   ,,"simpson college
",Simpson College,Corey Rasmussen,Jared Swim,Scott Ethell,Dave Johnson,Cory Dawson,Jesse Reis,Chris Jones,Curt Bjork,Cale Smith,6,12,Mike Huyser,13,5401110,cf,rf,3b,1b,dh,2b,lf,c,ss,Jared Sass,,Kyle Dupic
88,"Mar 12, 2009",dbqgord,,Zyrablich,Myhren,Kefalas,Mansteld,Wovak,Waldie,Hinckley,Clark,Wetinet,2,3,Myhren,9,100020000,cf,3b/p,ss,lf,p/2b,c,1b,2b/p,rf/p,Wovak,gordon college,Gordon College,Clark,,9.0,Y,,"Auburndale, Fla. (Lake Myrtle Park)",9:30 am   ,3:13   ,,"dubuque, univ. of","Dubuque, Univ. of",Chris Hylland,Richard Garcia,Jesse Ramirez,Shadi Abuhakmeh,Alex Larson,Chris Duran,Evan Bierman,Ryan Pyles,Orlando Mejia,3,7,Blayke Conway,8,000010213,2b,lf,dh,c,cf,1b,3b,rf,ss,Julian Cantu,,Blayke Conway
111,"Apr 11, 2009",corwar3,2,Michael Tierney,Caleb Wilson,Andrew Patzke,Casey Korn,Ryan Clausen,Matt Pfister,Jason Douglas,Ryan Fincham,Jesse Searls,3,1,Nick Weinmeister,6,0001000,cf,dh,3b,ss,1b,lf,c,rf,2b,Adam Butler,"cornell college
",Cornell College,Adam Butler,,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",3:33 PM   ,2:01   ,,"wartburg college
",Wartburg College,Ben Roemmich,Danny Rose,Mike Johnson,Billy Schmitt,Patrick Grau,Kyle Jones,A.J. Lewis,Jerrold Martijn,Zach Nagle,0,11,Nate Rost,14,0200612,lf,ss,1b,3b,cf,rf,c,dh,2b,Brad Watson,,Brad Watson
78,"Apr 25, 2009",coelut2,1,Nate Neis,Chris Reynolds,Jake Waddle,Dan Genrich,Ben Schott,Matthew Bruhn,Steve Beckman,Joe Thompson,Alex Thomas,0,8,Nate Todd,12,200024X,3b,2b,c,dh,1b,lf,ss,rf,cf,Nate Todd,"luther college
",Luther College,Ryan Nicholson,,7.0,Y,,"Decorah, Iowa (Luther College)",  ,1:27   ,,"coe college
",Coe College,Jeff Wagner,Adam Nisenson,Pat Richmond,Ryan Schisler,Ryan Velvick,Tyler McAllister,Spencer Sobba,Max Tunning,Jon Reiner,1,4,Sean Raisch,6,0000040,cf,rf,1b,lf,3b,ss,dh,2b,c,Ryan Nicholson,,Nate Todd
237,"May 08, 2009",iiac06,,Alex Miklo,Nick Olberding,Ben Kuebel,Clark Egdorf,John Schroeder,Austin Brown,BJ Juergens,Tyler Shireman,Adam Gross,1,7,Kevin Moriarity,6,001400200,2b,ss,3b,1b,c,lf,dh,rf,cf,Austin Safranski,"loras college
",Loras College,Austin Safranski,,9.0,Y,,"Cedar Rapids, Iowa (Veteran's Stadium)",12:56 pm   ,2:52   ,HP: Mike Botts  1B: Kevin Ferris  3B: Mike Gan,"coe college
",Coe College,Tyler McAllister,Jeff Wagner,Pat Richmond,Ryan Schisler,Ryan Velvick,Adam Nisenson,John Logan,Spencer Sobba,Scott DeAngelis,3,12,Sean Raisch,17,001321104,ss,cf,1b,lf,3b,rf,dh,c,2b,Alec Lewis,,Alec Lewis
105,"Mar 06, 2009",bvunwu2,1,"McGowan, A","Hubka, M","Hilgenkamp,","Petersen, C","Beckman, B","Ostrom, J","Frields, B","DePriest, G","Janata, B",6,6,"Gatzemeyer,",7,0005010,2b,c,3b,1b,rf,ss,dh,cf,lf,"Wahl, C","nebraska wesleyan university
",Nebraska Wesleyan,"Wahl, C",,7.0,Y,,"Lincoln, Neb. (Sherman Park)",7:13   ,2:11   ,HP: Jerry Frazier  1B: Frank McEntarf,"buena vista university
",Buena Vista Univ.,Brad Blum,Mark Blum,Michael Hoffman,Kevin Kloewer,Steve Johnston,Nick Maxwell,Tyler Case,Michael Stephenson,,1,9,Kyle Dupic,9,4001400,ss,3b,lf,c,1b,rf,cf,2b,,Brandon Pietrzyk,,Luke Probasco
50,"Mar 18, 2009",cenrmcs,1,R. Butcher,A. Hays,G. Moyer,B. Colston,D. Lee,T. McCoy,L. Morgan,N. Joyce,M. Morris,2,8,J. Hammond,10,00203300X,rf,cf,ss,3b,dh,c,1b,2b,lf,C. Smith,robert morris-spfld,Robert Morris-Spfld,Shane Nelson,,9.0,Y,,"Springfield, Ill. (Chamberlain Field)",6 p.m.   ,2:55   ,,"central college
",Central College,Ben Tressel,Mike Furlong,Caleb Rangel,Jarred Lackey,Derek Knutson,Anthony Miller,Quinn O'Brien,Tyler Wivinis,Dave Lakin,4,5,Doug Eisenman,11,011000120,cf,ss,dh,rf,1b,lf,c,3b,2b,Curt Mick,,C. Smith
274,"May 09, 2009",iiac10,,Nate Neis,Chris Reynolds,Jake Waddle,Zack Topping,Mark Weber,Steve Beckman,Ben Schott,Joe Thompson,Alex Thomas,3,4,Augie Lindmark,8,100100101,3b,2b,c,dh,lf,ss,1b,rf,cf,Nate Todd,"luther college
",Luther College,Nate Todd,,9.0,Y,,"Cedar Rapids, Iowa (Veteran's Stadium)",3:57 pm   ,2:01   ,HP: Kevin Ferris  1B: Mike Gansemer  3B: Ken F,"wartburg college
",Wartburg College,Ben Roemmich,Danny Rose,Jerrold Martijn,Mike Johnson,Patrick Grau,Kyle Jones,A.J. Lewis,Steve Chamberlin,Zach Nagle,0,8,Jerrold Martijn,11,010000610,lf,ss,p,1b,cf,rf,c,2b,3b,Jerrold Martijn,,Jerrold Martijn
109,"Mar 11, 2009",loraur,,Adam Gross,Ben Kuebel,Nick Olberding,Clark Egdorf,John Schroeder,BJ Juergens,Austin Brown,Tyler Shireman,Alex Miklo,5,10,Jay Martin,12,10002050101,cf,3b,ss,1b,c,dh,lf,rf,2b,Kevin Moriarity,"loras college
",Loras College,Warner,,11.0,Y,,"Auburndale, FLA (Lake Myrtle Field 4)",7:00 est   ,3:21   ,,aurora university,Aurora University,Brauer,Anklam,Wellner,Peterson,Damore,Warner,Williamson,Fitzgerald,Shriner,2,9,Warner,11,00012006000,2b,dh,cf,c/1b,ss,rf/p,1b/c,3b,lf,Koudelka,,Jay Martin
50,"Apr 19, 2009",coesim3,,Corey Rasmussen,Jared Swim,Dave Johnson,Cory Dawson,Scott Ethell,Jesse Reis,Curt Bjork,Chris Jones,Cale Smith,3,6,Jared Sass,11,10100400X,cf,rf,1b,dh,3b,2b,c,lf,ss,Kyle Hanna,"simpson college
",Simpson College,Teren Bladel,,9.0,Y,,"Indianola, Iowa (McBride Field)",1:00   ,2:20   ,,"coe college
",Coe College,Tyler McAllister,Adam Nisenson,Pat Richmond,Ryan Velvick,Ryan Schisler,John Logan,Justin Svehla,Jon Reiner,Max Tunning,2,5,Josh Barber,8,000020030,ss,rf,1b,cf,lf/3b,dh,2b,c,3b,Teren Bladel," Cool, overcast",Kyle Hanna
60,"Apr 21, 2009",bvulut2,2,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Garrett Hill,Brock Yossi,Tyler Case,Michael Stephenson,1,1,Kyle Dupic,5,0000010,ss,1b,rf,lf,c,dh,3b,cf,2b,Jarad George,#18 buena vista univ.,#18 Buena Vista Univ.,Kyle Dupic,,7.0,Y,,"Storm Lake, Iowa (BVU/SL HS Field)",6:00pm   ,2:00   ,,"luther college
",Luther College,Nate Neis,Chris Reynolds,Jake Waddle,Zack Topping,Ben Schott,Matthew Bruhn,Steve Beckman,Joe Thompson,Alex Thomas,3,2,Adam Kohls,7,0000002,3b,2b,c,dh,1b,lf,ss,rf,cf,Adam Kohls,,Adam Kohls
225,"Mar 25, 2009",coeiowa,,Toole,McQuillan,Muller,Freie,Cataldo,Hoef,Keppler,Durant,Burke,3,8,Schurz,12,32100110X,ss,2b,cf,dh,1b,3b,lf,rf,c,Robertson,university of iowa,University of Iowa,Sean Raisch,,9.0,Y,,"Iowa City, IA (Duane Banks Field)",4:00 pm   ,2:35   ,HP: Todd Franzen  1B: Kevin Ferris  3B: Ryan My,"coe college
",Coe College,Scott DeAngelis,Adam Nisenson,Pat Richmond,Ryan Velvick,Tyler McAllister,Joe Swanson,Max Tunning,Jon Reiner,,0,2,Teren Bladel,3,010000001,2b,rf,1b,cf,ss,lf,3b,c,,Sean Raisch,,Robertson
22,"Mar 12, 2009",coeaur1,1,Brauer,Damore,Wellner,Peterson,Warner,Anklam,Williamson,Fitzgerald,Shriner,2,4,Salazar,4,211000X,2b,ss,cf,c,rf,dh,1b,3b,lf,Salazar,aurora university,Aurora University,Cody Raisch,,7.0,Y,,"Orlando, FL (Lake Myrtle)",1:00 pm   ,2:20   ,,"coe college
",Coe College,Jeff Wagner,Adam Nisenson,Tyler McAllister,Ryan Velvick,Ryan Schisler,John Logan,Pat Richmond,Scott DeAngelis,Jon Reiner,2,1,Cody Raisch,7,1000000,lf,cf,ss,rf,3b,dh,1b,2b,c,Cody Raisch,,Salazar
110,"Apr 11, 2009",lutsim2,1,Nate Neis,Chris Reynolds,Jake Waddle,Zack Topping,Ben Schott,Steve Beckman,Mark Weber,Darin Schneider,Alex Thomas,1,6,Adam Kohls,10,200040X,3b,2b,c,dh,1b,ss,lf,rf,cf,Adam Kohls,"luther college
",Luther College,Jared Sass,,7.0,Y,,"Decorah, Iowa (Luther College)",1:00 pm   ,1:40   ,HP: Merle Whitcher  1B: Adam Riley,"simpson college
",Simpson College,Corey Rasmussen,Jesse Reis,Cory Dawson,Jared Swim,Dave Johnson,Chris Jones,Curt Bjork,Scott Ethell,Jason Hayes,3,3,Kyle Hanna,10,0101001,ss,2b,dh,cf,1b,lf,c,3b,rf,Jared Sass,,Adam Kohls
235,"Apr 24, 2009",lorsim1,1,Alex Miklo,Nick Olberding,Ben Kuebel,Clark Egdorf,John Schroeder,Austin Brown,BJ Juergens,Tyler Shireman,Adam Gross,3,15,Kyler Laurie,19,14205021,2b,ss/p,3b/ss,1b,c,lf,dh,rf,cf,Cole Boge,"loras college
",Loras College,Jared Sass,,8.0,Y,,"Dubuque, Iowa (Petrakis Park)",4:30 pm   ,2:15   ,,"simpson college
",Simpson College,Corey Rasmussen,Jared Swim,Dave Johnson,Cory Dawson,Scott Ethell,Chris Jones,Jesse Reis,Curt Bjork,Cale Smith,4,14,Jared Sass,16,08002040,cf,rf,1b,dh,3b,lf,2b,c,ss,Clint Rhodes,,Kyler Laurie
147,"Mar 24, 2009",lutober1,1,Nate Neis,Chris Reynolds,Jake Waddle,Ben Schott,Zack Topping,Joe Thompson,Mark Weber,Steve Beckman,Alex Thomas,0,16,Matt Reynolds,19,555010X,3b,2b,c,1b,dh,rf,lf/3b,ss,cf,Nate Todd,"luther college
",Luther College,Dunn,,7.0,Y,,"Mesa, Arizona (Gene Autry Park)",1 p.m.   ,2:00   ,,"oberlin college
",Oberlin College,Master,Verne,Puterbaugh,Simon,Cantrill,Kauder,Carter,Mouch,Sterer,3,0,Hisner,5,0000000,cf,lf,2b,1b,c/3b,rf,dh,3b/c,ss,Dunn,,Nate Todd
114,"Feb 24, 2009",warsto1,1,Danny Rose,Steve Chamberlin,Jerrold Martijn,Mike Johnson,Kyle Jones,Patrick Grau,A.J. Lewis,Brandon Thurm,Ben Roemmich,1,4,Tom Keesy,5,0002200,ss,2b,cf,1b,dh/c,rf,c,3b,lf,Nate Rost,"wartburg college
",Wartburg College,Nate Rost,,7.0,Y,,Minneapolis (H.H.H. Metrodome),6:05pm   ,2:06 hrs   ,,"st. olaf college
",St. Olaf College,Tyler Jones,E. Klefsaas,Carson Jones,Nick Fuerst,Sam Baltes,J. Tobias,T. Johnson,P. Wadzinski,,2,6,B. Agneberg,8,0410100,rf,2b/dh,cf,3b,lf,ss,1b,c,,T. Mathison,,T. Mathison
70,"Mar 25, 2009",cengrn,,Ben Tressel,Mike Furlong,Caleb Rangel,Jarred Lackey,Derek Knutson,Blake Smith,Anthony Miller,Quinn O'Brien,Tyler Wivinis,0,6,Adam Squires,6,00130020X,cf,2b,lf,rf,1b,dh,3b,c,ss,Joel Pulliam,"central college
",Central College,Myers,,9.0,Y,,"Pella, Iowa (P.H. Kuyper field)",2:00 pm   ,2:29   ,HP: Dean Kirkpatrick  1B: JP Richardson,"grinnell college
",Grinnell College,Takabuki,Goldfien,Roder,Nodzenski,Suryn,Fletcher,Bogard,Wilcox,Prouty,0,2,Ehrenberg,7,100000100,ss,2b,rf,c,lf,1b,3b,dh,cf,Myers,,Doug Eisenman
