attendance,date,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
81,"Mar 18, 2016",,"Valencia, AJ","Louthan, G.",Reichenbach,"McKean, R.","Nannini, K.","Thran, J.","Newell, C.","Mott, C.","Clardy, C.",4,14,"Morland, S",16,064012001,lf,cf,c,dh,rf,1b,2b,3b,ss,"Wells, D",george fox,George Fox,,,9,Y,Kueter (0-1),"Tucson, Ariz. (Kino Stadium)",9:00am   ,3:10   ,,"dubuque, univ. of","Dubuque, Univ. of",Tyler Imrich,Dalton Garst,Will Doherty,Austin McWhite,Michael Salazar,Eric Hall,Kyle May,Tyler Lewan,Ryan Karrick,2,13,Chase Kueter,14,001401340,lf,3b,c,1b,rf,cf,2b,dh,ss,Tyler Trifiletti,NA,"Morland, S"
85,"Mar 12, 2016",1,Alex Weber,Jon Opdahl,Joe Silversmith,Mitch Knippenberg,Zach Hendrikson,Bryce Hingst,Ryan Vijums,Michael Wesner,Jake Halverson,1,19,Joe Silversmith,18,265600X,cf,2b/3b,3b/p,c,1b,dh,lf,rf/cf,ss,Cody Reimer,"luther college
",Luther College,Kukkola (0-1),,7,Y,,"Decorah, Iowa (Luther College)",11:00 am   ,2:02   ,,north central (mn),North Central (MN),Kukkola,Justice,Riege,Andrews,Van Sickle,Lissick,Valder,Juve,Donohoe,2,3,Justice,9,0020001,p/ss,c/p,rf,1b,3b,ss/lf,cf,lf/p,2b,Kukkola,NA,Reimer (1-0)
NA,3/10/2016,NA,Nate Streb,Brandon Davis,Wyatt Kurzejeski,Walker Breard,John Tesensky,Chuck Rocker,Tony Medina,DJ Irwin,TJ Rausch,1,2,Jared Henry,6,000010001,2b,lf,3b,1b,rf,cf,c,dh,ss,Eric Daubach,COR,cornell,Eric Daubach,,9,NA,,"Auburndale, Fla. (Lake Myrtle Park)",2:30 PM,2:26,,CEN,central,Garrett Saunders,Spencer Gritsch,Adam Lindell,Michael Reuter,Noah Stochl,Kyle Crampton,Zach Brown,Jacob Hirst,Dylan Diveney,3,7,Frankie Mauro,14,200001220,dh,2b,rf,c,ss,1b,3b,cf,lf,Charlie Palmer,84 partly cloudy wind se 14mph,Charlie Palmer
25,"Apr 19, 2016",2,Austin Konagel,Nolan Ritter,Tony Heiser,Thomas Johnson,Patrick Walsh,Lucas Jacque,Ryan Koester,Robbie Agerbeek,Danny Paluch,0,4,Patrick Moriarty,9,022000000,2b,ss,rf,lf,3b,c,1b,dh,cf,Brad Schwind,"loras college
",Loras College,Schwind (1-6),,9,Y,,"Dubuque, Iowa (Petrakis Park)",8:30   ,2:12   ,,"dubuque, univ. of","Dubuque, Univ. of",Jarad Clevenger,Dalton Garst,Austin McWhite,Will Doherty,Thomas Kempf,Jacob Evans,Kyle May,Eric Hall,Gaetano Florio,1,8,Chase Kueter,10,001000115,rf,3b,1b,c,dh,lf,2b,cf,ss,Daniel Karnick,NA,Kueter (1-1)
125,"Apr 03, 2016",2,Garrett Saunders,Noah Stochl,Ryan Bouwman,Adam Lindell,Ryan Garrett,Spencer Gritsch,Dylan Diveney,Kolby Reed,Seth Griffiths,2,8,Dylan Diveney,8,00220220X,3b,ss,c,rf,1b,2b,dh/p,lf,cf/lf,Charlie Palmer,"central college
",Central College,Halverson (1-1),,9,Y,Diveney (1),"Pella, Iowa (Kuyper Athl. Complex)",3:13 pm   ,2:44   ,HP: Mike Kelly  1B: Dean Kirkpatrick,"luther college
",Luther College,Alex Weber,Jake Halverson,Jon Opdahl,Mitch Knippenberg,Czenvic Rojer,Joe Silversmith,Bryce Hingst,Zach Hendrikson,Ryan Vijums,4,7,Ryan LaPage,7,011004100,cf,3b/p,2b/3b,c,rf,ss,dh,1b,lf,Cody Reimer,NA,Schroeder (1-1)
300,"May 07, 2016",1,Blake Mahoney,Clay Henning,Jacob Thumann,Ryan Kemp,Tanner Johnson,Milton Croes,Zach Hovick,Mike Brown,Tyler Willis,0,4,Max Langheinrich,6,030010X,lf,ss,rf,cf,3b,dh,1b,c,2b,Max Langheinrich,#15 wartburg college,#15 Wartburg College,"Schaedel, T",,7,Y,,"Waverly, Iowa (Hertel Field)",1 p.m.   ,1:20 hr   ,HP: Bret Miell  1B: Erik Thorton,"coe college
",Coe College,Kevin DeLaney,Ben Jacobson,Craig Konrardy,Grant Henning,Michael Redmond,Andrew Brierton,"Urban, Dan",Ben Larison,Jack Strellner,2,2,Thomas Schaedel,6,2000000,lf,1b,ss,c,cf,rf,dh,3b,2b,Thomas Schaedel,NA,Langheinrich (6-1)
98,"Mar 03, 2016",,Cifelli,Molnar,Crowley,Gentile,Mittiga,Keohane,Scholla,Schriner,Bondi,1,5,Wenson,8,00100004X,cf,lf,2b,1b,3b,dh,rf,c,ss,Lapaglia,"john carroll
",John Carroll,Knouse (),,9,Y,,"Auburndale, FL (Lake Myrtle Park #1)",11:11 am   ,2:09   ,,#20 wartburg college,#20 Wartburg College,Blake Mahoney,Clay Henning,Ryan Kemp,Milton Croes,Jacob Thumann,Mike Brown,Cody Hyler,David Fitzgerald,Tyler Willis,1,1,Gavin Nadermann,4,010000000,lf,ss,cf,dh,rf,3b,c,1b,2b,Tanner Eckhart,NA,Wenson (1-0)
125,"May 01, 2016",1,Blake Mahoney,Clay Henning,Zach Hovick,Jacob Thumann,Ryan Kemp,Tanner Johnson,Milton Croes,Mike Brown,Tyler Willis,0,5,Austin Bohling,8,210011X,lf,ss,1b,rf,cf,3b,dh,c/3b,2b,Max Langheinrich,#19 wartburg college,#19 Wartburg College,Wojciehowski,,7,Y,,"Waverly, Iowa (Hertel Field)",1 p.m.   ,2:07 hr   ,HP: Stacey Dunbar  1B: Jason Kra,"loras college
",Loras College,Austin Konagel,Thomas Johnson,Tony Heiser,Ryan Koester,Danny Paluch,Lucas Jacque,Adrian Nunez,Luke Leibforth,Nolan Ritter,0,3,Hoffman,6,0003000,3b,lf,rf,1b,cf,c,dh,2b,ss,Patrick Moriarty,NA,Bohling
,"Mar 20, 2016",,Neil Marshall,Brandon Wessels,Tanner Truesdell,Cameron Johnson,Bennett Mann,Devin Wagenman,AJ Liddell,Noah Paper,Devon Harms,3,8,Wes Onken,13,20102012X,2b,1b,lf,dh,rf,cf,3b,ss,c,Jacob Hadaway,"buena vista university
",Buena Vista Univ., (1-0),,9,Y,Peterson (),"Tucson, Ariz (Field 4)",1:30pm   ,  ,,cal lutheran univ.,Cal Lutheran Univ.,Casciola,Cohan,"Clark, C.",Abushahla,Gunter,"Clark, W.",Cana,Villegas,Kay,4,5,Shields,8,022000001,3b,lf,2b,rf,dh,1b,cf,c,ss,Peterson,NA,J
50,"Apr 15, 2016",1,Tony Heiser,Austin Konagel,Ryan Koester,Lucas Jacque,Thomas Johnson,Danny Weis,Luke Leibforth,Nolan Ritter,,0,5,Patrick Moriarty,8,1201100,rf,3b,1b,c,lf,cf,2b,ss,,Patrick Walsh,"loras college
",Loras College,,,7,Y,Walsh (2-3),"Dubuque, Iowa (Petrakis Park)",3:30 PM   ,2:00   ,,"coe college
",Coe College,Craig Konrardy,Kevin DeLaney,Andrew Brierton,Grant Henning,Michael Redmond,Alec Zwanziger,Ben Larison,Colton Knox,Brett Slager,2,10,James Christ,14,1001602,ss,lf,dh,c,cf,2b,3b,1b,rf,Thomas Schaedel,NA,"Schaedel, T"
200,"May 20, 2016",,Alex Weber,Jon Opdahl,Czenvic Rojer,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Zach Hendrikson,Jake Halverson,0,3,Cody Reimer,8,00000201X,cf,2b,rf,c,3b,1b,lf/p,dh,ss,Teddy Klingsporn,"luther college
",Luther College,I,NCAA III Midwest Regional...Luther advances to play Saint John's (Minn.) at7:45 pm Friday...CSS eliminated...Minks (CSS) two-run home run in 1st...Reimer (LC) two-out two-run single to tie game in 6th...LC scores winningrun on failed pick-off attempt in bottom of 8th.,9,Y,2-1),"La Crosse, Wis. (Copeland Park)",1:15 pm   ,1:52   ,HP: Bud McGinnes  1B: Kyle Klink  2B: Josh Mara  3B: Shane Cannon,st. scholastica (mn),St. Scholastica (MN),A. Colvard,A. Marolt,B. Minks,S. Neutzling,Wollenzien,T. Bernsdorf,C. Olson,J. Kuschke,D. Colvard,1,2,I. Rocha,9,200000000,lf,2b,3b,ss,dh,rf,1b,c,cf,D. Wood,NA,Klingsporn (5-2)
150,"Apr 19, 2016",2,Blake Mahoney,Zach Hovick,Jacob Thumann,Ryan Kemp,Milton Croes,Cody Hyler,Robbie Anstoetter,Clay Henning,Tyler Willis,2,10,Gavin Nadermann,8,240310X,3b,1b,rf,cf,dh,c,lf,ss,2b,Michael Knouse,#26 wartburg college,#26 Wartburg College,Klingsporn,,7,Y,,"Waverly, Iowa (Hertel Field)",6:05 pm   ,2:11 hr   ,,"luther college
",Luther College,Alex Weber,Czenvic Rojer,Jon Opdahl,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Max Uetz,Jake Halverson,5,4,Collin Nimrod,8,3000010,cf,rf,2b,c,3b,1b,lf,dh,ss,Teddy Klingsporn,NA,Sorenson
61,"Mar 22, 2016",,Danny Weis,Patrick Walsh,Ryan Koester,Lucas Jacque,Thomas Johnson,Adrian Nunez,Danny Paluch,Luke Leibforth,Nolan Ritter,0,12,Robert Hovey,14,0020145,cf,3b,1b,c,lf,dh,rf,2b,ss,Brian Pall,"loras college
",Loras College,Marquardt (0-1),,7,Y,,"Auburndale, Fla. (Lake Myrtle Park)",10:00 AM   ,2:10   ,,martin luther,Martin Luther,Osterman,Keller,Jas. Lind.,Kock,Jar. Lind.,Ja. Hemmel.,Kuschel,Schultz,Kretsch,2,2,Jo. Hemmel,5,2000000,cf,2b,c,dh,1b,ss,lf,rf,3b,Solomon,NA,Wojciehowski (1-0)
345,"May 14, 2016",,Blake Mahoney,Clay Henning,Jacob Thumann,Ryan Kemp,Tanner Johnson,Milton Croes,Zach Hovick,Mike Brown,Tyler Willis,0,10,Chris Tomkins,16,0241000021,lf,ss,rf,cf,3b,dh,1b,c/3b,2b,Max Langheinrich,"wartburg college
",Wartburg College,Onken (4-2),,10,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",12:59 pm   ,2:46   ,HP: Brett Miell  1B: Patrick McIlhon  3B: Mike Kelly,"buena vista university
",Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Kendall Candor,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,2,9,Charlie Ruff,13,1002021030,2b,1b,lf,dh,rf,cf,3b,ss,c,Tyson Valentine,NA,Tomkins (3-0)
50,"Mar 02, 2016",,Blake Mahoney,Austin Lechtenberg,Ryan Kemp,Milton Croes,Jacob Thumann,Mike Brown,Tyler Mougin,Tyler Willis,David Fitzgerald,2,4,Max Langheinrich,7,000002002,3b/lf,lf,cf,dh,rf,c,ss,2b,1b,Max Langheinrich,#20 wartburg college,#20 Wartburg College,B,,9,Y, (0-1),"Winter Haven, Fla.",  ,  ,,alma college,Alma College,D. Carles,P. Finn,Y. DeLarosa,D. Walters,D. SanMiguel,A. Pexzynski,J. Jackson,A. Thoryk,M. Minaudo,4,3,B. Ordiway,5,102000000,2b,lf,rf,c,1b,ss,dh,3b,cf,M. Launstein,NA,Langheinrich (1-0)
65,"Mar 26, 2016",2,Gaetano Florio,Dalton Garst,Austin McWhite,Eric Hall,Michael Salazar,Jacob Evans,Tyler Lewan,Will Doherty,Ryan Karrick,0,9,Nathan Schneiderman,14,05202000X,ss,1b,rf,cf,dh,lf,3b,c,2b,Daniel Karnick,"dubuque, univ. of","Dubuque, Univ. of",Valder (0-4),,9,Y,,"Dubuque, Iowa (Chlapaty Sports Comp)",12:08 pm   ,2:09   ,HP: Dennis Schroeder  1B: Rob Ruhl,north central (mn),North Central (MN),Kukkola,Justice,Riege,Andrews,Van Sickle,Lissick,Valder,Juve,Donohoe,3,2,Valder,5,010000001,ss,lf,rf,1b,c,3b,p,cf,2b,Valder,NA,Karnick (2-0)
42,"May 20, 2016",,C. Weaver,D. Schiebel,L. Hershey,P. Strey,M. Stegora,J. Wingerd,D. Keller,G. MacDonald,M. Jackson,1,5,N. Noack,14,2001100001,2b,3b,ss,1b,dh,lf,rf,c,cf,J. Dickmeyer,saint john's (mn),Saint John's (MN),8-1),NCAA III Midwest Regional...SJU advances to play Concordia Chicago Saturdayat noon...LC eliminated from regional...First extra-inning game in MidwestRegional...LC gets a pair of two-out run-scoring singles to tie game in8th...Schiebel (SJU) walk-off bases-loaded single.Reimer faced 2 batters in the 5th.LaPage faced 2 batters in the 5th.,10,Y,"Whitham, M","La Crosse, Wis. (Copeland Park)",8:35 pm   ,2:32   ,HP: Josh Mara  1B: Shane Cannon  2B: Bud McGinnes  3B: Kyle Klink,"luther college
",Luther College,Alex Weber,Jon Opdahl,Czenvic Rojer,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Max Uetz,Jake Halverson,,3,4,Nate Beckman,10,0000101200,cf,2b,rf,c,3b,1b,lf/1b,ss,,Cody Reimer,NA,N
356,"Apr 22, 2016",1,Craig Konrardy,Kevin DeLaney,Michael Redmond,Grant Henning,Blake Lishka,Andrew Brierton,Colton Knox,Ben Larison,Jack Strellner,2,0,Thomas Schaedel,1,0000000,ss,lf,cf,c,dh,rf,1b,3b,2b,Thomas Schaedel,"coe college
",Coe College,"Schaedel, T",,7,Y,,"Cedar Rapids, Iowa (Bill Quinby Field)",12:59 pm   ,1:26   ,HP: Clint Gingerich  1B: Bret Miell,"luther college
",Luther College,Alex Weber,Czenvic Rojer,Jon Opdahl,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Max Uetz,Jake Halverson,0,3,Blake Peterson,6,0001002,cf,rf,2b,c,3b,1b,lf,dh,ss,Blake Peterson,NA,Peterson (5-0)
122,"Apr 12, 2016",1,Jarad Clevenger,Dalton Garst,Austin McWhite,Thomas Kempf,Tyler Lewan,Jacob Evans,Will Doherty,Kyle May,Gaetano Florio,1,3,Reed Stumpf,9,201000X,rf,3b,cf,1b,dh,lf,c,2b,ss,Reed Stumpf,"dubuque, univ. of","Dubuque, Univ. of",Steines (3-2),,7,Y,,"Dubuque, Iowa (Chlapaty Sports Comp)",1:00 pm   ,1:39   ,HP: Paul Keitel  1B: Dan Graw,"loras college
",Loras College,Tony Heiser,Patrick Walsh,Lucas Jacque,Thomas Johnson,Austin Konagel,Michael Muto,Danny Weis,Richard Bryza,Nolan Ritter,1,2,Alex Steines,5,0000020,rf,1b,dh/c,lf,2b/3b,c,cf,3b,ss,Alex Steines,NA,Stumpf (4-2)
42,"Mar 20, 2016",,"Boyer, E.",Tolan,Greenway,Schocker,Shuff,Belovich,Carel,Wilson,"Boyer, A.",3,4,Coggins,8,013000000X,ss,3b,1b,dh,c,2b,rf,lf,cf,"Carter, T","fontbonne university
",Fontbonne,"Carter, T",,10,Y,,"Auburndale, Fla. (Lake Myrtle Park)",11:30 AM   ,2:41   ,,"loras college
",Loras College,Danny Weis,Tony Heiser,Patrick Walsh,Lucas Jacque,Ryan Koester,Adrian Nunez,Thomas Johnson,Luke Leibforth,Nolan Ritter,3,10,Robert Hovey,17,1000140220,cf,rf,3b,c,1b,dh,lf,2b,ss,Alex Steines,NA,Steines (2-0)
125,"Apr 02, 2016",,Garrett Saunders,Noah Stochl,Adam Lindell,Ryan Bouwman,Ryan Garrett,Michael Reuter,Spencer Gritsch,Dakotah Wolken,Jacob Hirst,1,20,Kyle Crampton,14,010107(11)0X,ss,dh,rf,1b,3b,c,2b,lf,cf,Matt Schissel,"central college
",Central College,Nimrod (2-1),,9,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:45p.m.   ,3:03   ,,"luther college
",Luther College,Alex Weber,Jake Halverson,Jon Opdahl,Mitch Knippenberg,Czenvic Rojer,Joe Silversmith,Bryce Hingst,Zach Hendrikson,Cody Reimer,2,17,Mitch Adams,23,341110421,cf,3b,2b,c,rf,ss,1b,dh,lf,Blake Peterson,NA,Crampton (1-0)
325,"May 18, 2016",,Blake Mahoney,Clay Henning,Jacob Thumann,Ryan Kemp,Tanner Johnson,Milton Croes,Zach Hovick,Mike Brown,Tyler Willis,3,2,Chris Tomkins,5,000100001,lf,ss,rf,cf,3b,dh,1b,c,2b,Parker Bolt,"wartburg college
",Wartburg College,Bolt (7-2),,9,Y,,"Sauget, IL (GCS Ballpark)",3:30 pm   ,2:10   ,HP: Weichmann  1B: Riggs  2B: McGloon  3B: Turngren,"rose-hulman
",Rose-Hulman,Alayon,Klima,Kissel,Trusk,Schnitz,Waters,Burnside,Hull,Hamather,1,7,Sunderhaus,13,001000141,ss,cf,2b,c,3b,dh,rf,1b,lf,McNally,NA,McNally (7-0)
100,"Apr 29, 2016",2,Blake Mahoney,Clay Henning,Zach Hovick,Jacob Thumann,Ryan Kemp,Tanner Johnson,Milton Croes,Mike Brown,Tyler Willis,0,11,Austin Bohling,14,30021302X,lf,ss,1b,rf,cf,3b,dh,c,2b,Parker Bolt,#19 wartburg college,#19 Wartburg College,Schwind (1-7),,9,Y,,"Waverly, Iowa (Hertel Field)",5:45 pm   ,2:19 hr   ,HP: Jason Kramer  1B: Jacob Co,"loras college
",Loras College,Austin Konagel,Thomas Johnson,Tony Heiser,Ryan Koester,Danny Paluch,Lucas Jacque,Adrian Nunez,Luke Leibforth,Nolan Ritter,4,6,Nick Spiess,13,300000030,3b,lf,rf,1b,cf,c,dh,2b,ss,Brad Schwind,NA,Bolt (6-0)
,"Mar 25, 2016",2,Alex Weber,Jake Halverson,Jon Opdahl,Mitch Knippenberg,Czenvic Rojer,Joe Silversmith,Bryce Hingst,Zach Hendrikson,Cody Reimer,1,5,Nate Beckman,9,2000012,cf,3b,2b,c,rf,ss,1b,dh,lf,Nate Beckman,"luther college
",Luther College,J,,7,Y,k (),"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,"bethel university
",Bethel University,B. Marquardt,J. Watts,B. Neuville,M. Conrad,A. Ledin,B. Meyer,"Horner, S",L. Lisle,E. Velasco,2,4,J. Eischens,8,2101000,cf,2b,1b,lf,c,dh,rf,3b,ss,M. Bohlke,NA,Beckman (2-0)
87,"Apr 04, 2016",2,Luke Anctil,Austin Burlin,Bud Smith,Trevor Dudar,Jacob Petry,Jonathan Greiner,Andy Anderson,Keegin Brannin,Nick Carlisle,2,1,Jacob Petry,4,000000001,lf,rf,c,dh,ss/p,1b,2b,3b/ss,cf,Gage Reis,"simpson college
",Simpson College,Reis (1-3),,9,Y,,"Indianola, Iowa (McBride Field)",6:06 pm   ,2:15   ,HP: Dean Kirkpatrick  1B: Patrick McIlhon,"wartburg college
",Wartburg College,Blake Mahoney,Clay Henning,Ryan Kemp,Milton Croes,Tanner Johnson,Zach Hovick,Jacob Thumann,Cody Hyler,Tyler Willis,1,10,Michael Knouse,20,010304101,lf,ss/2b,cf,dh,3b,1b,rf,c,2b,Tanner Eckhart,NA,Eckhart (1-0)
250,"May 12, 2016",,Blake Mahoney,Clay Henning,Jacob Thumann,Ryan Kemp,Tanner Johnson,Milton Croes,Zach Hovick,Mike Brown,Tyler Willis,2,8,Parker Bolt,15,20020004X,lf,ss,rf,cf,3b,dh,1b,c,2b,Parker Bolt,"wartburg college
",Wartburg College,"Schaedel, T",,9,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",7:39 pm   ,2:20   ,HP: Josh Mara  1B: Bret Miell  3B: Ryan Farnsworth,"coe college
",Coe College,Kevin DeLaney,Michael Redmond,Craig Konrardy,Grant Henning,Andrew Brierton,Alec Zwanziger,Ben Larison,Ben Jacobson,Brett Slager,2,2,Alex Milne,7,000110000,lf,cf,ss,c,dh,2b,3b,1b,rf,Thomas Schaedel,NA,Bolt (7-1)
100,"Mar 05, 2016",1,J. Getz,N. Miller,T. Ralls,T. Montgomer,A. Marsh,A. Lamb,M. Hardin,D. Strohm,D. Berning,3,4,J. Moore,6,100300000,ss,lf,dh,c,1b,rf,cf,2b,3b,D. Reel,"greenville
",Greenville,D,,9,Y,-2),"Greenville, Ill. (Robert E Smith Field)",11 am   ,2:15   ,,"dubuque, univ. of","Dubuque, Univ. of",Eddie Pablo,Dalton Garst,Michael Salazar,Austin McWhite,Will Doherty,Eric Hall,Jacob Evans,Gaetano Florio,Ryan Karrick,2,6,Jacob Padilla,6,040011000,cf,3b,dh,1b,c,rf,lf,2b,ss,Doug Van Dyke,NA,Padilla (1-0)
325,"May 04, 2016",,Davis,Daubach,Kurzejeski,Breard,Tesensky,Rocker,Rausch,Medina,Dodson,3,9,McGuire,16,203000310,lf,dh,3b,1b,rf,cf,2b,c,ss,Wichman,"cornell college
",Cornell College,,,9,Y,Samson (0-1),"Mount Vernon, Iowa (Ash Park)",6:00 pm   ,3:21   ,,"coe college
",Coe College,Craig Konrardy,Kevin DeLaney,Michael Redmond,Andrew Brierton,Brett Slager,Grant Henning,Ben Jacobson,Ben Larison,Jack Strellner,0,18,Tyler Smith,20,010247220,ss,lf,cf/2b,dh,rf,c,1b,3b,2b,Alex Milne,NA,"Verona, T"
175,"Apr 09, 2016",1,Garrett Saunders,Ryan Garrett,Ryan Bouwman,Michael Reuter,Spencer Gritsch,Noah Stochl,Adam Lindell,Zach Brown,Jacob Hirst,0,0,Blake Judkins,4,0000000,ss,1b,dh,c,lf,2b,rf,3b,cf,Blake Judkins,"central college
",Central College,,Coe's Konrardy ejected in top of 3rd inning with 1 out.,7,Y,Judkins (0-4),"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,1:27   ,HP: Richie Chieves  1B: Todd Savag,"coe college
",Coe College,Craig Konrardy,Kevin DeLaney,Michael Redmond,Grant Henning,Andrew Brierton,Blake Lishka,Colton Knox,Ben Larison,Alec Zwanziger,1,1,Thomas Schaedel,4,0000010,ss,lf,cf,c,rf,dh,1b,3b,2b,Thomas Schaedel,NA,"Schaedel, T"
200,"Apr 23, 2016",2,Garrett Saunders,Kyle Crampton,Spencer Gritsch,Ryan Bouwman,Michael Reuter,Jacob Hirst,Zach Brown,Noah Stochl,Adam Lindell,1,3,Mark Schroeder,4,000020010,ss,dh,lf,1b,c,cf,3b,2b,rf,Dakotah Wolken,"central college
",Central College,Wolken (1-5),,9,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:20p.m.   ,2:03   ,HP: Ritchie Chieves  1B: Dean Kirkpatrick,"wartburg college
",Wartburg College,Blake Mahoney,Clay Henning,Zach Hovick,Jacob Thumann,Ryan Kemp,Milton Croes,Cody Hyler,Tyler Mougin,Tyler Willis,1,5,Chris Tomkins,12,000000203,lf,ss,1b,rf,cf,dh,c,3b,2b,Tanner Eckhart,NA,Tomkins (1-0)
,"Mar 22, 2016",1,Neil Marshall,Brandon Wessels,Tanner Truesdell,Cameron Johnson,Bennett Mann,Kolby Hilgenberg,Noah Paper,AJ Liddell,Devon Harms,4,4,Charlie Ruff,6,0112000,2b,1b,lf,dh,rf,cf,ss,3b,c,Keenan Jones,#25 buena vista univ.,#25 Buena Vista Univ.,Jones,,7,Y,,"Tucson, Ariz. (Field 7)",1:00pm   ,  ,,"hamline university
",Hamline University,Olstad,Picht,Setrum,Dandrea,Sammon,Summers,Tormey,Benson,Szura,4,16,Munsterman,16,1240423,dh,1b,rf,c,2b,ss,3b,cf,lf,Kukurich,NA,Kukurich
67,"Apr 20, 2016",,Austin Burlin,Bud Smith,Gage Reis,Hunter Hillygus,Jacob Petry,Keegin Brannin,Luke Anctil,Taylor Harmon,Trent Dooley,0,7,Nick Carlisle,11,002005000,rf,c,dh,1b,3b,ss,lf,2b,cf,Adam Richman,"simpson college
",Simpson College,Richman (0-3),,9,Y,,"Indianola, Iowa (McBride Field)",7:02 pm   ,3:01   ,HP: Michael Kelly  1B: Ronald Acuna,#30 grinnell,#30 Grinnell,Anth. Mack,Takayesu,Galanek,Fisher,Hammond,Godinsky,Levens,Slattery,Shults,4,15,Binversie,15,223700001,cf,ss,c,1b,dh,rf,2b/ss,3b,lf,Mathews,NA,Mathews (2-1)
66,"Mar 21, 2016",,Luke Leibforth,Tony Heiser,Ryan Koester,Patrick Walsh,Lucas Jacque,Thomas Johnson,Adrian Nunez,Danny Weis,Nolan Ritter,0,3,Nick Petruzzi,8,0000021X,2b,rf,1b,3b,c,lf,dh,cf,ss,Brad Schwind,"loras college
",Loras College,Schwind (1-2),,8,Y,,"Auburndale, Fla. (Lake Myrtle Park)",12:15 PM   ,1:55   ,,"grinnell college
",Grinnell,Takayesu,Penaflor,Galanek,Fisher,Hammond,Godinsky,Levens,Weaver,Shults,4,13,Binversie,14,01320070,ss,lf,1b,dh,c,rf,2b,3b,cf,Tinkham,NA,Tinkham (1-0)
121,"Mar 24, 2016",2,J. Cruz,M. Masella,I. Dinsmore,Dolcemaschio,I. Goldman,Q. Butler,C. Brown,B. Mapes,J. Evans,6,3,A. Amorello,9,1002000,cf,2b,ss,dh,c,rf/1b,1b,3b,lf,Pinsoneault,"oberlin college
",Oberlin College,Pinsoneault,,7,Y,,"Tucson, Ariz. (Kino Sports Complex)",3:00 pm   ,2:40   ,,"luther college
",Luther College,Alex Weber,Jake Halverson,Jon Opdahl,Mitch Knippenberg,Czenvic Rojer,Bryce Hingst,Joe Silversmith,Trent Athman,Ryan Vijums,1,12,Nate Whitham,11,3031113,cf,3b,2b,dh,rf,1b,ss,c,lf,Joey Cardamon,NA,Cardamon
50,"Mar 06, 2016",1,Seth Griffiths,Spencer Gritsch,Adam Lindell,Michael Reuter,Kyle Crampton,Garrett Saunders,Zach Brown,Noah Stochl,Jacob Hirst,0,2,Dylan Diveney,8,000101X,lf,2b,rf,c,1b,dh,3b,ss,cf,Dylan Diveney,"central college
",Central College,D,,7,Y, (0-1),"Auburndale, Fla. (Lake Myrtle Park #3)",2:45 pm   ,  ,,rhode island college,Rhode Island College,S. Vigeant,Brad Douglas,TJ Lynch,Edward Apice,Austin Barry,F. Pettinato,Tyler Rains,A. Brackett,S. Linnane,0,1,D. Greaves,9,0000001,ss,cf,3b,rf,lf,dh,c,1b,2b,D. Greaves,NA,Diveney (1-0)
78,"Mar 11, 2016",,Blake Mahoney,Tyler Willis,Ryan Kemp,Milton Croes,Jacob Thumann,Zach Hovick,Mike Brown,Clay Henning,Robbie Anstoetter,0,3,Taylor Gilson,13,00020001X,dh,2b,cf,1b,rf,3b,c,ss,lf,Parker Bolt,#24 wartburg college,#24 Wartburg College,N,,9,Y,0-1),"Waverly, Iowa (Hertel Field)",5 p.m.   ,2:10   ,,st. olaf,St. Olaf,K. Davis,A. Alexander,J. Mathison,T. Maus,M. Kirchoff,L. Dahl,Stuckmayer,T. Peterson,N. Bauer,2,2,K. Cronin,4,020000000,ss,rf,c,1b,dh,3b,lf,2b,cf,N. Gelle,NA,Gilson (2-1)
