attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
50,"Apr 03, 2013",bvugac2,2,Brandon Wessels,Weston Foxx,Joe Paletta,Ryan Scheetz,Jesse Munsterman,Jeremy Lambert,Dillon Plath,Neil Eddie,Nick Schlect,1,10,Kendall Hazel,16,5000230,lf,2b,1b,dh,ss,3b,rf,c,cf,Adam Bernstorf,"buena vista university
",Buena Vista Univ.,Tim Miller,,7,Y,,"Storm Lake, Iowa (BVU/SL HS Complex)",4:30pm   ,1:30   ,HP: Jim Pfeifer  1B: Mark Ha,"gustavus adolphus
",Gustavus Adolphus,Taylor Bigandt,NA,Scott Benjamin,Drew Block,Kellan Euerle,Sam Warner,Garrett Fuchs,Max Fidler,Boyden Lee,,3,1,Kellan Euerle,6,0010000,rf,NA,2b/lf,1b,cf/p,lf/c,3b,ss,c/dh,,Tim Miller,,Adam Bernstorf
100,"Apr 05, 2013",cendbq2,2,Sam Stetzel,Seth Carson,Jordan Judkins,Robbie Rushing,Adam Ariola,Jace Ahrendsen,Andrew O'Toole,Allen Mann,,0,4,Judson McKown,10,002100001,cf,1b,ss,2b,3b,c,lf,rf,,Michael Jontz,"central college
",Central College,Alan Kopp,,9,Y,,"Pella, Iowa (Kuyper Athl. Complex)",2:40   ,2:00   ,HP: Mike Kelly  1B: Rich Chopon,"dubuque, univ. of","Dubuque, Univ. of",Noah Mahlik,NA,Andy Danna,Jordan Gawronski,Chris Briggs,Michael Campbell,Michael Riordan,Spencer Kuehn,Vince Parisi,Nick Martin,2,3,Alan Kopp,8,100010100,cf/lf,NA,ss,rf,1b,3b,lf,dh,c,2b,Tyler Trifiletti,,Judson McKown
75,"Apr 01, 2013",cenlor1,1,Michael Jontz,Sam Stetzel,Adam Ariola,Jordan Judkins,Robbie Rushing,Andrew O'Toole,Seth Carson,Grant Seuferer,Jace Ahrendsen,4,0,Robbie Rushing,3,0000000,lf,cf,2b,ss,3b/p,rf,1b,dh,c,Dirk Lindaman,"central college
",Central College,Dirk Lindaman,,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,2:00   ,HP: Dean Kirkpatrick  1B: Mikah Schull,"loras college
",Loras College,Mike Pudlo,NA,Mike Canevello,Jordan Ries,Patrick Walsh,Alex Rodrigues,Eric DeSousa,Danny Fahlgren,Nick Battalini,Mark Jablonski,0,11,Will Petrosky,9,0500051,ss,NA,dh,lf,1b,2b,3b,c,rf,cf,Will Petrosky," 34 degrees, wind NNW 17 mph",Will Petrosky
100,"Mar 09, 2013",cennewb2,,Michael Jontz,Sam Stetzel,Robbie Rushing,Seth Carson,Jordan Judkins,Adam Ariola,Andrew O'Toole,Zach Zylstra,Trent Smith,0,4,Mark Schroeder,3,002002X,lf,cf,ss,1b,3b,2b,dh,rf,c,Matt Schissel,"central college
",Central College,Travis Wade,,7,Y,,"Fort Myers, Fla.",Noon   ,2:30   ,,newbury college,Newbury College,Michael Dwyer,NA,Justin MacCutcheon,Ryan Zahornasky,Matthew Clawson,Steven Broy,Ryan Sinclair,Cameron D'Agostino,Tommy Robertson,Mack Flynn,1,2,Danny Lumb,8,0000110,cf,NA,1b,3b,rf,ss,dh,2b,c,lf,Travis Wade, Sunny and warm,Mark Schroeder
78,"May 09, 2013",iiac1,,Sam Stetzel,Jordan Judkins,Robbie Rushing,Adam Ariola,Zach Zylstra,Seth Carson,Andrew O'Toole,Jace Ahrendsen,Kirby Coppess,1,6,Mark Schroeder,9,000000402,cf,ss,dh,3b,lf,1b,rf,c,2b,Dirk Lindaman,"central college
",Central College,Dirk Lindaman,,9,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:20 pm   ,2:14   ,HP: Kevin Farris  1B: Scott Behn  3B: Alec Clark,"simpson college
",Simpson College,Brett Crable,NA,Jake Barr,Tyler Craig,Blake Heitmeier,Tyler Crandell,Jake Esdohr,Ethan Hale,Michael Chia,Josh Pirtle,0,10,Brett Crable,18,140102020,cf/p,NA,lf,1b,3b,ss,c,2b,dh,rf/cf,Junior Rodriguez,,Gage Reis
145,"Mar 30, 2013",simwar4,2,Andrew Krehbiel,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Tony Stenberg,Michael Schinstock,Levi Montague,Ryan Kemp,2,5,Parker Bolt,12,020000111,cf,2b,3b,1b,c,dh,rf,ss,lf,Marcus Walczyk,"wartburg college
",Wartburg College,Marcus Walczyk,,9,Y,,"Indianola, Iowa (McBride Field)",3:38   ,2:29   ,HP: Dan Grawe  1B: Mike Kelly,"simpson college
",Simpson College,Jake Barr,NA,Tyler Crandell,Tyler Craig,Blake Heitmeier,Jake Esdohr,Jake Scieszinski,Michael Chia,Pedro Rosa,Brett Crable,2,8,Matt Pennings,15,220200002,lf,NA,ss,1b,2b/3b,c,dh,3b,rf,cf,Junior Rodriguez,,Junior Rodriguez
175,"May 05, 2013",dbqsim1,1,Brett Crable,Jake Barr,Tyler Craig,Blake Heitmeier,Tyler Crandell,Ethan Hale,Pedro Rosa,Jake Esdohr,Josh Pirtle,2,8,Jake Scieszinski,13,2001050,cf,lf,1b,3b,ss,2b,dh,c,rf,Gage Reis,"simpson college
",Simpson College,Gage Reis,,7,Y,,"Dubuque, Iowa (UD Baseball Field)",1:00   ,1:55   ,HP: M.Gansmer  1B: R.Johnson,"dubuque, univ. of","Dubuque, Univ. of",Aaron Laskowski,NA,Andy Danna,Spencer Kuehn,Chris Briggs,Michael Riordan,Austin Monfross,Jordan Gawronski,Vince Parisi,Nick Martin,1,10,Spencer Kuehn,11,1005130,cf,NA,ss,dh/p,1b,lf,3b,rf,c,2b,Josh Eastman," 70, sunny",Josh Eastman
125,"Apr 26, 2013",bvucen2,2,Michael Jontz,Sam Stetzel,Robbie Rushing,Adam Ariola,Zach Zylstra,Jordan Judkins,Seth Carson,Trent Smith,Kirby Coppess,1,3,Ryan Dusil,7,111000X,rf,cf,dh,3b,lf,ss,1b,c,2b,Ryan Dusil,"central college
",Central College,Ian Grigsby,,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",4:30 p.m   ,1:40   ,HP: JP Richardson  1B: Eric Thornton,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Joe Paletta,Brandon Wessels,Jesse Munsterman,Dillon Plath,Neil Eddie,Alex Davis,Ryan Duncan,2,1,Brennan Holm,6,1000000,2b,NA,cf,1b,c,ss,rf,dh,3b,lf,Ian Grigsby," 65 degrees, wind S at 13 mph",Ryan Dusil
92,"Apr 27, 2013",lorlut4,2,Eric Pittman,Andy Briggs,Zach Hendrikson,David Lowe,Mitch Knippenberg,Thomas Weber,Brian Paulsrud,Daniel Schoess,Austen Graham,3,6,Matt McKinney,4,10000230X,ss,cf,c/rf,3b,dh,lf,1b,rf/lf,2b,Nate Whitham,"luther college
",Luther College,Danny Baran,,9,Y,,"Decorah, Iowa (Luther College)",3:10   ,2:35   ,HP: Jeff Freese  1B: Brant Bruhn,"loras college
",Loras College,Mark Jablonski,NA,Mike Pudlo,Mike Canevello,Niko Andriotis,Patrick Walsh,Justin Montalvo,Eric DeSousa,Danny Fahlgren,Alex Rodrigues,2,5,Connor Schreck,9,300101000,cf,NA,ss,rf,dh,1b,lf,3b,c,2b,Jake Norton, sunny,Matt McKinney
110,"Apr 13, 2013",lorwar1,1,Mike Pudlo,Mike Canevello,Jordan Ries,Cody Richter,Alex Rodrigues,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Mark Jablonski,1,0,Matt Kass,2,0000000,ss,rf,lf,dh,2b,1b,3b,c,cf,Will Petrosky,"loras college
",Loras College,Will Petrosky,,7,Y,,"Dubuque, Iowa (Petrakis Park)",2:00   ,1:35   ,HP: Kevin Farris  1B: Bret Miell,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Tony Stenberg,Michael Schinstock,Levi Montague,Craig Kerper,0,6,Scott Benson,5,0020400,cf,NA,2b,3b,1b,c,dh,rf,ss,lf,Scott Benson,,Scott Benson
100,"Apr 23, 2013",lutwar2,2,Andrew Krehbiel,Ryan Doty,Ryan Powers,Drew Yoder,Clay Emmrich,Tony Stenberg,Blake Wilson,Michael Schinstock,Levi Montague,2,3,Joe Moen,9,030000000,cf,2b,3b,1b,lf,dh,c,rf,ss,Chase Hirschauer,#20 wartburg college,#20 Wartburg College,Chase Hirschauer,,9,Y,,"Waverly, Iowa (Hertel Field)",5:45 pm   ,2:24   ,HP: Randy Schulte  1B: Josh Mara,"luther college
",Luther College,Eric Pittman,NA,Andy Briggs,Matt Larson,David Lowe,Zach Hendrikson,Matt McKinney,Brian Paulsrud,Daniel Schoess,Austen Graham,3,6,Alex Byom,11,011200011,ss,NA,cf,lf,3b,c,dh,1b,rf,2b/ss,Nate Whitham,,Nate Whitham
383,"May 17, 2013",warncaa3,,Andrew Krehbiel,Jackson Litterer,Ryan Kemp,Drew Yoder,Clay Emmrich,Levi Montague,Blake Wilson,Joe Grote,Craig Kerper,3,3,Parker Bolt,6,001020000,cf,2b,lf,1b,dh,ss,c,3b,rf,Michael Schinstock,"wartburg college
",Wartburg College,Michael Schinstock,,9,Y,,"Moline, Ill. (Swanson/Brunner)",3:31 pm   ,2:26   ,HP: Kirk Hacker  1B: Matt Ossenfort  2B: Chris Viverito  3B: Dan Graw,augustana college,Augustana College,Jacob Van Duyne,NA,Danny Fifer,Kurt Schmidt,Grant Stewart,Nick Tenerelli,Mark VanNatta,Brandon Jasper,Kyle Lenihan,Jeremy Juhl,3,9,Walter White,16,004110201,rf,NA,lf,2b,1b,c,cf,dh,3b,ss,Ben Heaton, 79 degrees and cloudy,Walter White
80,"Apr 06, 2013",bvuwar3,1,Brandon Wessels,Joe Paletta,Ryan Scheetz,Jesse Munsterman,Weston Foxx,Neil Eddie,Alex Davis,Dillon Plath,Nick Schlect,1,2,Brennan Holm,8,2000000X,lf,1b,dh,ss,2b,c,3b,rf,cf,Scott Harris,"buena vista university
",Buena Vista Univ.,Scott Harris,,8,Y,,"Storm Lake, Iowa (BVU/SL Complex)",1:00pm   ,2:00   ,HP: Aaron Christians  1B: Randy Bertra,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Michael Schinstock,Levi Montague,Jackson Litterer,Craig Kerper,1,3,Ryan Doty,4,00021000,cf,NA,p,3b,1b,c,rf,ss,2b,lf,Ryan Doty,,Ryan Doty
100,"Apr 21, 2013",cenwar4,2,Andrew Krehbiel,Ryan Doty,Ryan Powers,Drew Yoder,Clay Emmrich,Michael Schinstock,Blake Wilson,Jackson Litterer,Levi Montague,3,5,Marcus Walczyk,11,11001011X,cf,dh,3b,1b,lf,rf,c,2b,ss,Marcus Walczyk,#26 wartburg college,#26 Wartburg College,Judson McKown,,9,Y,,"Waverly, Iowa (Hertel Field)",1:15 pm   ,1:50 hr   ,HP: Ricardo Alverio  1B: Matt Badeaux,"central college
",Central College,Sam Stetzel,NA,Jordan Judkins,Robbie Rushing,Adam Ariola,Zach Zylstra,Michael Jontz,Trent Smith,Seth Carson,Kirby Coppess,1,1,Judson McKown,6,000000001,cf,NA,ss,lf,3b,dh,rf,c,1b,2b,Judson McKown,,Marcus Walczyk
156,"May 04, 2013",cenlut1,1,Eric Pittman,Andy Briggs,Mitch Knippenberg,Zach Hendrikson,Matt Larson,Thomas Weber,David Lowe,Brian Paulsrud,Austen Graham,1,2,Alec Knop,9,0002000,ss,cf,c,rf,lf,dh,3b,1b,2b,Alec Knop,"luther college
",Luther College,Alec Knop,,7,Y,,"Decorah, Iowa (Luther College)",1:00 pm   ,1:30   ,HP: John Kunz  1B: Eric Olson,"central college
",Central College,Sam Stetzel,NA,Jordan Judkins,Robbie Rushing,Adam Ariola,Zach Zylstra,Michael Jontz,Seth Carson,Jace Ahrendsen,Kirby Coppess,1,4,Judson McKown,5,0200011,cf,NA,ss,dh,3b,lf,rf,1b,c,2b,Dirk Lindaman, Partly Cloudy,Dirk Lindaman
111,"Mar 18, 2013",dbqham2,2,Andy Danna,Nick Martin,Michael Campbell,Spencer Kuehn,Steve Ryan,Vince Parisi,Mitch Windle,Michael Riordan,Kyle Duggan,3,1,Landon Klostermann,6,0000100,ss,2b,3b/c,dh,cf,c,1b,rf,lf,Max Nank,"dubuque, univ. of","Dubuque, Univ. of",Max Nank,,7,Y,,"Minneapolis, Minn. (Metrodome)",7:00 pm   ,1:58   ,HP: Bill Ryan  1B: Bill Szabo,"hamline university
",Hamline University,Jordan Buck,NA,Dan Moro,Jordan Rubbelke,Mark Radmacher,Harley Thompson,Tyler Johnson,Jacob Dahl,Joe Rubbelke,,1,8,Michael Robohm,10,1021220,rf,NA,cf/lf,ss,c,lf,1b,3b,2b,,Dan Ellefson, Indoors,Dan Ellefson
117,"Apr 16, 2013",coecor,,Ben Larison,Tanner Beck,Nick Stein,Michael Goerdt,AJ Reuter,Craig Konrardy,JD Hunter,Patton Hofer,Nick Svare,2,10,Tyler Hixson,12,60200101X,ss,2b,cf,lf,1b,3b,dh,c,rf,Kyle Brady,"coe college
",Coe College,Chuck Rocker,,9,Y,,"Cedar Rapids, Iowa (Daniels Park)",4:30 pm   ,2:40   ,HP: Roger Johnson  1B: Brant Bruhn,"cornell college
",Cornell College,Joe Gerace,NA,Buddy Mattern,Zach Rogers,Ryan Nordtvedt,Beriah Quick,Max Freilinger,Travis Martinez,Milton Kurschner,Jake Lehman,0,3,Jacob Courtright,13,000101010,cf,NA,dh,ss,c,2b,1b,lf,3b,rf,Chuck Rocker," 53, Partly Cloudy, 10 mph wind",Tyler Hixson
683,"May 05, 2013",coewar2,2,Ben Larison,Craig Konrardy,Nick Stein,Michael Goerdt,Tim Kayser,Patton Hofer,Tanner Beck,Michael Redmond,,1,10,Jacob Schletzbaum,17,30060010X,ss,3b,cf,lf,1b,c,2b,rf,,AJ Reuter,"coe college
",Coe College,Marcus Walczyk,,9,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:25 pm   ,2:25   ,HP: Jeff Frese  1B: Bret Miell,#18 wartburg college,#18 Wartburg College,Andrew Krehbiel,NA,Ryan Kemp,Ryan Powers,Drew Yoder,Clay Emmrich,Levi Montague,Blake Wilson,Michael Schinstock,Jackson Litterer,7,7,Chase Hirschauer,11,000102022,cf,NA,lf,3b,1b,dh,ss,c,rf,2b,Marcus Walczyk," 76, Cloudy",AJ Reuter
,"Apr 15, 2013",censim1,1,Jake Barr,Brett Crable,Tyler Craig,Tyler Crandell,Ethan Hale,Michael Chia,Jake Esdohr,Blake Heitmeier,,0,5,Brock Borgeson,10,0401000,lf,cf,1b,ss,2b,3b,c,rf,,Jake Scieszinski,"simpson college
",Simpson College,Brock Borgeson,,7,Y,,"Indianola, Iowa (McBride Field)",3:46 pm   ,1:58   ,HP: Micah Shull  1B: Michael Kelly,"central college
",Central College,Sam Stetzel,NA,Jordan Judkins,Robbie Rushing,Adam Ariola,Grant Seuferer,Michael Jontz,Jace Ahrendsen,Andrew O'Toole,Spencer Gritsch,3,6,Judson McKown,4,1100004,cf,NA,ss,dh,3b,1b,lf,c,rf,2b,Matt Schissel," overcast, 43, wind nw 12",Mark Schroeder
45,"Mar 20, 2013",dbqblc2,2,Andy Danna,Kyle Duggan,Michael Campbell,Spencer Kuehn,Vince Parisi,Nick Martin,Chris Briggs,Jordan Gawronski,Aaron Laskowski,0,2,Tyler Trifiletti,3,001010X,ss,lf,3b,dh,c,2b,1b,rf,cf,Tyler Trifiletti,"dubuque, univ. of","Dubuque, Univ. of",Cory Ferm,,7,Y,,"Minneapolis, Minn. (Metrodome)",10:15 am   ,1:15   ,,"bethany lutheran
",Bethany Lutheran,Mitch Sellers,NA,Dylan Gass,Lucas Herd,Adam Geiger,Cory Ferm,Clint Aretz,Matt McPartland,Deric Poldberg,Nate Lee,1,1,Cory Ferm,4,0010000,ss,NA,2b,cf,lf,p,1b,rf,c,3b,Cory Ferm, Indoors,Tyler Trifiletti
75,"Mar 02, 2013",simhpu,,Jake Barr,Ethan Hale,Michael Chia,Jake Esdohr,Tyler Crandell,Tyler Craig,Pedro Rosa,Blake Heitmeier,Brett Crable,3,5,Matt Pennings,7,300000020,lf,2b,3b,c,ss,1b,rf,dh,cf,Jake Scieszinski,"simpson college
",Simpson College,Aaron Young,,9,Y,,"Tucson, Ariz. (Kino Sports Complex)",7:00 pm   ,2:30   ,,howard payne univ.,Howard Payne Univ.,Colton Buzzard,NA,Sam Dollahite,Carlton Brown,Ben Butler,Jake Sadler,Houston Holmes,Ryan Klose,Alan Sailors,Dustin Taylor,0,6,Carlton Brown,9,001000320,cf,NA,ss,rf/p,1b,lf,3b,dh,c,2b,Gilbert Barrera, 82,Gilbert Barrera
183,"Mar 04, 2013",coebel2,2,Ethan Blumenthal,Andrew Edwards,Will Mack,Grant Henricksen,Sean Little,Danny Corral,Jerrick Habecker,Jake Parrott,Matt Meade,3,2,Aaron Bushur,7,0000200,lf,dh,cf,1b,3b,c,2b,rf,ss,Joe Loftus,beloit college,Beloit College,Joe Loftus,,7,Y,,"Auburndale, Fla. (Lake Myrtle Park)",10:40 am   ,1:54   ,,"coe college
",Coe College,Ben Larison,NA,JD Hunter,Nick Stein,Michael Goerdt,AJ Reuter,Tim Kayser,Patton Hofer,Michael Redmond,Tanner Beck,1,11,Jack Hoffmann,14,2033012,ss,NA,3b,cf,lf,1b,dh,c,rf,2b,Drew Arends," 55 degrees, Sunny",Drew Arends
105,"Apr 05, 2013",bvuwar2,2,Brandon Wessels,Weston Foxx,Joe Paletta,Ryan Scheetz,Jesse Munsterman,Jeremy Lambert,Dillon Plath,Alex Davis,Nick Schlect,2,7,Brennan Holm,12,00320001001,c/lf,2b,1b,dh,ss,3b,rf,lf/3b,cf,Ian Grigsby,"buena vista university
",Buena Vista Univ.,Jake Bjorkgren,,11,Y,,"Storm Lake, Iowa (BVU/SL HS Complex)",3:30pm   ,2:10   ,HP: Randy Bertram  1B: Aaron Christian,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Tony Stenberg,Michael Schinstock,Levi Montague,Ryan Kemp,1,8,Michael Schinstock,16,00001202102,cf,NA,2b,3b,1b,c,dh,rf/p,ss/1b,lf,Ben Rettenmeier,,Michael Schinstock
125,"Mar 07, 2013",cenilco,,Michael Jontz,Sam Stetzel,Robbie Rushing,Seth Carson,Jordan Judkins,Adam Ariola,Andrew O'Toole,Jace Ahrendsen,Allen Mann,1,6,Judson McKown,12,02011200X,lf,cf,ss,1b,3b,2b,dh,c,rf,Dirk Lindaman,"central college
",Central College,Nate Jones,,9,Y,,"Fort Myers, Fla. (Terry Park)",4 p.m.   ,2:05   ,,illinois college,Illinois College,Dave Dalfonso,NA,Nick Dalfonso,T.J. Albers,Ben Heinemann,Brett Leischner,Spencer Wilson,Matthew Pardo,Adam Hamerlinck,Austin Peck,2,5,Brian Davenport,11,000000203,2b,NA,cf,ss,rf,dh,lf,3b,1b,c,Nate Jones,,Dirk Lindaman
70,"Apr 06, 2013",lorsim4,2,Mike Pudlo,Mike Canevello,Jordan Ries,Cody Richter,Alex Rodrigues,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Mark Jablonski,0,5,Jeremy Gerardy,8,01111001X,ss,rf,lf,dh,2b,1b,3b,c,cf,Ben Cottrell,"loras college
",Loras College,Eric Jones,,9,Y,,"Dubuque, Iowa (Petrakis Park)",3:15   ,2:00   ,HP: Mike Gansemer  1B: Gary Hart,"simpson college
",Simpson College,Tyler Crandell,NA,Tyler Craig,Jake Barr,Jake Scieszinski,Brett Crable,Michael Chia,Nick Anderson,Pedro Rosa,Ethan Hale,1,3,Taylor Neff,9,100000011,ss,NA,1b,lf,dh,cf,3b,c,rf,2b,Eric Jones, Cloudy and Chilly,Ben Cottrell
119,"May 16, 2013",warncaa2,,Zach Bayreuther,Kyle Bosquez,Taylor Koth,Adam Grambow,Tom Sawyer,Nick Schmitt,Nate Siudak,Nick Hughes,Dakotah Kirchenwitz,2,0,Ken Knapp,6,000000000,ss,2b,cf,1b,rf,3b,dh,c,lf,Steven Blader,ripon college,Ripon College,Steven Blader,,9,Y,,"Moline, Ill. (Swanson/Brunner)",12:02 pm   ,1:54   ,HP: Jay Wiechman  1B: Chris Viverto  2B: Matt Ossenfort  3B: Kirk Hack,#21 wartburg college,#21 Wartburg College,Andrew Krehbiel,NA,Jackson Litterer,Ryan Kemp,Drew Yoder,Clay Emmrich,Levi Montague,Blake Wilson,Michael Schinstock,Joe Grote,1,10,Ben Rettenmeier,11,060010021,cf,NA,2b,lf,1b,dh,ss,c,rf,3b,Ben Rettenmeier, 73 degrees & partly cloudy,Ben Rettenmeier
100,"Mar 07, 2013",warnlnd,,Andrew Krehbiel,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Tony Stenberg,Clay Emmrich,Jake Raecker,Levi Montague,1,18,Parker Bolt,19,01512306,cf,2b,3b,1b,c,dh,lf,rf,ss,Michael Schinstock,"wartburg college
",Wartburg College,Travis Hendrickson,,8,Y,,"Tucson, Ariz. (Kino Sports Complex)",3:00 pm   ,4 hrs   ,,"northland college
",Northland College,Cody Leland,NA,Nathan Brown,Peter Aerts,Colin Moberly,Matt Lennon,Ryan Johnson,Dan Romano,Mitch Howard,,5,8,Colin Moberly,13,01000520,2b,NA,lf,3b,cf/p,ss,c,1b,rf,,Travis Hendrickson,,Michael Schinstock
75,"Mar 01, 2013",loralma2,2,Alex Kravat,Jose Rosado,Jose Velez,Mostafa Ghonim,Bryan Goostrey,Ryan Henris,A.J. Acton,John Mireles,Matthew Cresswell,2,2,Mitch Wilson,7,0001001,1b,ss,rf/p,lf,dh,2b,c,cf,3b,Philip Jock,alma college,Alma College,Philip Jock,,7,Y,,"Winter Haven, Fla. (Stadium)",2:20   ,  ,,"loras college
",Loras College,Mike Canevello,NA,Jordan Ries,Danny Fahlgren,Patrick Walsh,Nick Battalini,Cody Richter,Alex Rodrigues,Eric DeSousa,Mike Pudlo,3,11,Jake Norton,10,8000120,rf,NA,lf,c,1b,cf,dh,2b,3b,ss,Jake Norton,,Jake Norton
100,"Apr 16, 2013",dbqlor1,1,Mike Pudlo,Mike Canevello,Alex Rodrigues,Jordan Ries,Cody Richter,Adam Kennedy,Eric DeSousa,Danny Fahlgren,Mark Jablonski,1,1,Jeremy Gerardy,4,0000001,ss,rf,2b,lf,dh,1b,3b,c,cf,Ben Cottrell,"loras college
",Loras College,Lucas Ware,,7,Y,,"Dubuque, Iowa (Petrakis Park)",3:30pm   ,1:30   ,,"dubuque, univ. of","Dubuque, Univ. of",Noah Mahlik,NA,Andy Danna,Jordan Gawronski,Chris Briggs,Spencer Kuehn,Austin Monfross,Tyler Runge,Vince Parisi,Nick Martin,0,0,Lucas Ware,4,0000000,cf,NA,ss,lf/rf,1b,rf,3b,dh,c,2b,Lucas Ware, 46 Degrees & Sunny,Jeremy Gerardy
113,"Apr 23, 2013",bvucoe1,1,Ben Larison,Tanner Beck,Nick Stein,Michael Goerdt,Craig Konrardy,Tim Kayser,Patton Hofer,Michael Redmond,,5,1,Jeremy Santiago,4,0100000,ss,2b,cf,lf,3b,1b,c,rf,,AJ Reuter,"coe college
",Coe College,AJ Reuter,,7,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:30 pm   ,1:55   ,HP: Dean Kirkpatrick  1B: Matt Badeaux,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Jake Daniels,Joe Paletta,Brandon Wessels,Jesse Munsterman,Dillon Plath,Ryan Duncan,Alex Davis,Nick Schlect,2,10,Tyson Valentine,10,6010003,2b,NA,dh,1b,c,ss,rf,lf,3b,cf,Tyson Valentine," 41, Cloudy, 20 mph winds",Tyson Valentine
95,"Apr 30, 2013",lutwar3,1,Eric Pittman,Andy Briggs,Zach Hendrikson,David Lowe,Aldon Severson,Thomas Weber,Mitch Knippenberg,Brian Paulsrud,Austen Graham,3,1,Blake Peterson,3,0010000,ss,cf,rf,3b,dh,lf,c,1b,2b,Blake Peterson,"luther college
",Luther College,Blake Peterson,,7,Y,,"Decorah, Iowa (Luther College)",1:00 pm   ,1:52   ,HP: Steve Schroeder  1B: Dennis Schroed,#18 wartburg college,#18 Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Levi Montague,Ryan Kemp,Michael Schinstock,Jackson Litterer,1,3,Scott Benson,4,0000210,cf,NA,dh,3b,1b,c,ss,lf,rf,2b,Scott Benson,,Scott Benson
300,"Apr 27, 2013",bvucen3,1,Michael Jontz,Sam Stetzel,Robbie Rushing,Adam Ariola,Zach Zylstra,Jordan Judkins,Seth Carson,Jace Ahrendsen,Kirby Coppess,0,2,Dirk Lindaman,8,0000010001,rf,cf,dh,3b,lf,ss,1b,c,2b,Dirk Lindaman,"central college
",Central College,Lucas Hadaway,,10,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,2:30   ,HP: Alec Clark  1B: JP Richardson,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Joe Paletta,Brandon Wessels,Jesse Munsterman,Dillon Plath,Ryan Scheetz,Alex Davis,Ryan Titman,1,1,Lucas Hadaway,6,0000010000,2b,NA,cf,1b,c,ss,rf,dh,3b,lf,Scott Harris," 61 degrees, wind SSE at 9 mph",Dirk Lindaman
60,"Mar 08, 2013",warcuc,,Andrew Krehbiel,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Tony Stenberg,Clay Emmrich,Michael Schinstock,Levi Montague,1,11,Chase Hirschauer,13,00004250X,cf,2b,3b,dh,c,1b,lf,rf,ss,Scott Benson,"wartburg college
",Wartburg College,Dan Kluss,,9,Y,,"Tucson, Ariz. (Kino Complex 5)",3:50p   ,2:55   ,HP: Ken Sargent  1B: Don Rolf,"concordia university chicago
",Concordia-Chicago,B.J. Weisflog,NA,Robert Weis,Shawn Miller,Kyle Huber,Thomas Gier,Derek Binninger,Will Randerson,Rich Santarelli,Steve Zubrzycki,1,6,Ryan Hayes,13,102000003,rf,NA,ss,cf,lf,dh,1b,c,2b,3b,Dan Kluss," Very windy, overcast",Scott Benson
