attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
488,"Apr 30, 2015",coemmu,,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Jory Heckenberg,Grant Henning,Michael Redmond,Thomas Simon,Cole Tomlinson,1,6,AJ Reuter,10,01010004X,ss,NA,lf,1b/p,p/rf,3b/1b,c,cf,rf,2b,Jack Hoffmann,"coe college
",Coe College,"Henke, C",,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",4:29 pm   ,2:04   ,HP: Mark Berends  1B: Roger Johnson,"mount mercy
",Mount Mercy,Cody Williams,NA,Devin Holmes,Austin Czerwiec,Lance Daugherty,Jimmy Lizarraga,Christian Knox,Ben Larson,Max Barrett,Jason Darichuk,3,3,Michael Hackett,11,000001200,cf,NA,ss,3b,dh,c,rf,lf,1b,2b,J.J. Schwennen,Reuter (5-1)
150,"Apr 11, 2015",dbqwar3,1,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Matt Kruger,1,5,Gavin Nadermann,5,301001X,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Max Langheinrich,#11 wartburg college,#11 Wartburg College,Van Egtern (2-3),,7.0,Y,Nadermann (6),"Waverly, Iowa (Hertel Field)",1 p.m.   ,1:29 hr   ,HP: Jeff Frese  1B: Nick Willenborg,"dubuque, univ. of","Dubuque, Univ. of",Ryan Karrick,NA,Daniel Casanova,Dalton Garst,Michael Salazar,Matt Hogan,Trace Florek,John Henderson,Gaetano Florio,Will Doherty,4,3,Trent Van Egtern,5,0100002,ss,NA,cf,1b,dh,rf,lf,2b,3b,c,Trent Van Egtern,Langeinrich (4-0)
52,"Mar 05, 2015",lorsmu2,2,Willie Doll,NA,David Barry,Ben Buerkle,Jon Schlemmer,Jake Barry,Kevin Miley,Jake Mencacci,Steph Scatassa,Sam Waters,0,1,Jacob Dawson,2,000001X,cf,NA,ss,lf,dh,1b,rf,c,2b/3b,3b,Jacob Dawson,saint mary's (minn.),Saint Mary's (Minn.),Schreck (0-1),,7.0,Y,,"Auburndale, Fla. (Lake Myrtle Park)",3:30 PM   ,1:40   ,HP: Torp  1B: Trou,"loras college
",Loras College,Cole Reeg,NA,Luke Leibforth,Patrick Walsh,Spence Bonner,Anthony Flattery,Adam Kennedy,Nate Even,Lucas Jacque,Dan Pecoraro,2,0,Connor Schreck,3,0000000,cf,NA,2b,3b/1b,1b,dh/3b,lf,rf,c,ss,Alex Steines,Dawson (2-0)
897,"May 09, 2015",iiacgm10,,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Mike Brown,Tyler Mougin,1,7,Tanner Eckhart,10,040002010,lf,NA,2b,cf,1b,rf,c,dh,3b,ss,Michael Knouse,#14 wartburg college,#14 Wartburg College,,,9.0,Y,Knouse (4-3),"Cedar Rapids, Iowa (Veterans Mem. Stad.)",1:00 pm   ,3:04   ,HP: Patrick Mcllhon  1B: Bret Miell  3B: Jay Wiechmann,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Jory Heckenberg,Grant Henning,Michael Redmond,Cole Tomlinson,Alec Zwanziger,2,12,Jack Hoffmann,16,100016310,ss,NA,lf,1b,dh/p,3b,c,cf,rf/2b,2b,Ben Jacobson,"Jacobson, B"
40,"Apr 08, 2015",lutsmu1,1,Willie Doll,NA,David Barry,Ben Buerkle,Jon Schlemmer,Tyler Lursen,Kevin Miley,A.J. Redders,Drew Denning,Cale Pieczynski,0,6,Nathan Mathwig,11,301011X,cf,NA,ss,lf,dh,c,rf,1b,2b,3b,Ben Johnson,saint mary's (minn.),Saint Mary's (Minn.),Whitham (0-1),,7.0,Y,Mathwig (3),"Winona, Minn. (Max Molock Field)",2:30   ,1:30   ,,"luther college
",Luther College,Alex Weber,NA,Matt Larson,Andrew Burgmeier,Carlos Pineda,Aldon Severson,David Lowe,Joe Silversmith,Zach Hendrikson,Jon Opdahl,1,3,Andrew Withers,6,0010002,cf,NA,lf,dh,c,1b,3b,ss,rf,2b,Nate Whitham,Scatassa (4-0)
,"Mar 17, 2015",dbqman,,L. Hug,NA,E. Knepper,T. Kimm,J. Nieman,T. Szarenski,C. Schultz,B. Stell,E. Ford,D. Brumfield,2,4,R. Kerschner,8,10100200X,2b,NA,cf,ss,3b,1b,lf,dh,c,rf,J. Miller,manchester univ.,Manchester Univ.,(1-0),,9.0,Y,Padilla (0-1),"Fort Myers, Fla.",  ,  ,,"dubuque, univ. of","Dubuque, Univ. of",Trace Florek,NA,Will Fogel,Daniel Casanova,Austin McWhite,Dalton Garst,Jacob Evans,Gaetano Florio,Will Doherty,Ryan Karrick,2,2,Jacob Padilla,9,000020000,lf,NA,2b,cf,1b,dh,rf,3b,c,ss,Jacob Padilla,J
200,"Apr 11, 2015",bvucen4,2,Seth Griffiths,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Spencer Gritsch,Dakotah Wolken,Mason Ellis,Tyler Frideres,2,8,Mark Schroeder,13,02100302X,dh,NA,lf,ss,rf,3b,2b,cf/rf,1b,c,Alex Dornacker,"central college
",Central College,Grigsby (1-1),,9.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:05   ,2:45   ,HP: Brett Miell  1B: Ryan Farnsworth,#18 buena vista univ.,#18 Buena Vista Univ.,Neil Marshall,NA,Eric Gurbacki,Tanner Truesdell,Bennett Mann,Bryce Wessels,Brandon Wessels,Thomas Wisecup,Noah Paper,Devon Harms,5,6,Lucas Hadaway,8,001022001,cf,NA,1b,dh,rf,2b,lf/c,3b,ss,c,Jake Lewis,Schroeder (1-0)
40,"Mar 07, 2015",dbqelm2,2,"Compton, A.J.",NA,"Thongchamleunsouk, K","Havel, Ben","Tsiodras, Zach","Struck, Greg","Kressner, Brandon","Rostine, Mike","Cusumano, Nick","McReynolds, Reagan",0,2,"Swanson, Erik",4,0020000,cf,NA,2b,1b,3b,dh,ss,c,lf,rf/ss,"Millan, Ryan",elmhurst college,Elmhurst College,Millan (0-1),,7.0,Y,,"Jacksonville, Ill. (Lenz Field)",7:00 pm   ,2:00   ,,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,NA,James Workman,Dalton Garst,Matt Hogan,Eddie Pablo,Jacob Evans,Will Doherty,Gaetano Florio,Ryan Karrick,0,12,Reed Stumpf,14,3072000,cf,NA,dh,1b,rf,ss,lf,c,3b,2b/ss,Trent Van Egtern,Van Egtern (1-0)
35,"Mar 15, 2015",dbqu,,Daniel Casanova,NA,Gaetano Florio,Matt Hogan,Dalton Garst,Jacob Evans,Will Fogel,Marcel Felsmann,Will Doherty,Ryan Karrick,7,10,Reed Stumpf,14,110001151,cf,NA,3b,rf,1b,lf/rf,2b,dh,c,ss,Doug Van Dyke,"dubuque, univ. of","Dubuque, Univ. of",Van Dyke (1-1),,9.0,Y,Waldvogel (2),"Fort Myers, Fla. (PD Complex)",8 a.m.   ,  ,,minnesota-morris,Minnesota-Morris,Eric Terres,NA,Jake Schmitz,Chandler Erickson,Kylan Hill,Donnie Mavencamp,Willie Fust,Evan Ellingworth,Jackson Gessell,Ryan Wynn,1,13,Devin Waldvogel,19,210232003,2b,NA,ss,c,lf,3b/lf,1b,dh,rf,cf,Joey Hyde,Hyde (2-0)
82,"Mar 09, 2015",lorwhea,,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Adam Kennedy,Tony Heiser,Luke Leibforth,Lucas Jacque,Nolan Ritter,3,1,Matt Greene,6,0001000,cf,NA,dh,3b,1b,lf,rf,2b,c,ss,Will Petrosky,"loras college
",Loras College,,,7.0,Y,Petrosky (0-1),"Winter Haven, Fla. (Chain of Lakes Park)",9:30 AM   ,2:13   ,,wheaton college (il),Wheaton College (IL),"Kimmel, Josh",NA,"Krause, Matt","Newman, Peter","Peltz, Johnny","Sigler, Tyler","Mellinger, Kyle","Carpenter, JD","Trivits, Kyle","Schappell, Matt",3,11,"Kaufman, Michael",15,0214040,cf,NA,ss,dh,rf,lf,3b,1b,c,2b,"Kaufman, Michael","Kaufman, M"
40,"Mar 08, 2015",dbqelm3,,Daniel Casanova,NA,Eddie Pablo,Dalton Garst,Michael Salazar,Will Doherty,Matt Hogan,Austin Monfross,John Henderson,Gaetano Florio,0,3,Jacob Padilla,5,101000001,cf,NA,ss,1b,lf,c,dh,rf,3b,2b/3b,Tyler Trifiletti,"dubuque, univ. of","Dubuque, Univ. of",Havel (0-1),,9.0,Y,,"Jacksonville, Ill. (Lenz Field)",4:00 pm   ,2:20   ,,elmhurst college,Elmhurst College,"Compton, A.J.",NA,"Kressner, Brandon","Havel, Ben","Tsiodras, Zach","Struck, Greg","Ross, Edgar","Berliner, Evan","Conroy, Matt","Pickard, Travis",1,2,"Luzzi, Justin",6,000101000,cf,NA,ss,lf/p,1b/3b,dh/1b,3b/lf,2b,rf,c,"Guzzi, Jeff",Padilla (1-0)
40,"Mar 07, 2015",lutari,,Alex Weber,NA,Jon Opdahl,Mitch Knippenberg,David Lowe,Aldon Severson,Joe Silversmith,Ryan Vijums,Zach Lashbrook,Casey Waterman,3,2,Eli Patrikus,5,000200000,cf,NA,2b,dh,3b,1b,ss,lf,c,rf,Nate Beckman,"luther college
",Luther College,Beckman,,9.0,Y,,"Jacksonville, Ill. (Lenz Field)",1:00PM   ,2:05   ,,augustana (ill.),Augustana (Ill.),Jasper,NA,Gray,Fifer,Swiderski,Gingerich,Lenihan,Camalick,Ruh,Fluehr,0,8,Townsend,10,105100001,rf,NA,cf,lf,c,2b,3b,dh,1b,ss,McGinley,McGinley
150,"Apr 10, 2015",dbqwar2,2,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Chaz Boots,0,5,Andy Sorensen,16,100000301,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Michael Knouse,#11 wartburg college,#11 Wartburg College,Knouse (3-1),,9.0,Y,,"Waverly, Iowa (Hertel Field)",5:15 pm   ,2:40   ,HP: Ryan Farnsworth  1B: Bret Miell,"dubuque, univ. of","Dubuque, Univ. of",Ryan Karrick,NA,Daniel Casanova,Dalton Garst,Michael Salazar,Matt Hogan,Trace Florek,John Henderson,Gaetano Florio,Will Doherty,1,9,Reed Stumpf,15,001404000,ss,NA,cf,1b,dh,rf,lf,2b,3b,c,Tyler Trifiletti,Trifiletti (1-1)
300,"Apr 27, 2015",simwar3,1,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Robbie Anstoetter,1,4,Max Langheinrich,8,101020X,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Max Langheinrich,#8 wartburg college,#8 Wartburg College,Borgeson (2-2),,7.0,Y,,"Waverly, Iowa (Hertel Field)",3:45 pm   ,1:15 hr   ,HP: Ryan Eklund  1B: Nick Lundberg,"simpson college
",Simpson College,Jake Esdohr,NA,Jake Scieszinski,Gage Reis,Jonathan Greiner,Austin Burlin,Nick Anderson,Taylor Harmon,Bud Smith,Luke Anctil,0,0,Brock Borgeson,2,0000000,cf,NA,ss,1b,3b,rf,dh,2b,c,lf,Brock Borgeson,Langeinrich (5-0)
118,"Mar 08, 2015",coerwu1,1,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,AJ Reuter,Jack Hoffmann,Michael Redmond,Andrew Brierton,Thomas Simon,Thomas Schaedel,4,5,Connor Alberhasky,10,000050X,ss,NA,lf,c,1b,dh,cf,3b,rf,2b,Connor Alberhasky,"coe college
",Coe College,DeLeon (0-1),,7.0,Y,,"Winter Haven, Fla. (Chain of Lakes #1)",1:45 pm   ,1:56   ,,roger williams univ.,Roger Williams Univ.,Caulin Rogers,NA,Shane Nowak,Jamie Timothy,Chris Travers,Reid Nelson,Shawn Cariglio,Jimmy Smith,Adam Dellemonico,Kevin Baker,2,4,Troy DeLeon,4,0001021,rf,NA,3b,cf,c,1b,dh,lf,2b,ss,Troy DeLeon,Alberhasky (1-0)
,"Mar 09, 2015",bvublc2,2,Danny Kneeland,NA,Lucas Herd,Tyler Hebrink,Alex Babcock,Trent Saharek,Adam Geiger,Jordan Grams,Clay Anderson,,3,2,Arlen Nett,4,0000011,c,NA,cf,2b,1b,rf,lf,ss,3b,,Joe Tuholsky,"bethany lutheran
",Bethany Lutheran,Tuholsky (),,7.0,Y,,"Tucson, Ariz. (Kino Complex #7)",9:00pmCT   ,  ,,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Michael Zellar,Devon Harms,Noah Paper,4,12,Tyson Valentine,15,0400413,cf,NA,lf,dh,ss,rf,1b,3b,c,2b,Jake Bjorkgren,Bjorkgren (1-0)
173,"Apr 26, 2015",bvulor1,1,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,0,1,Adam Schwoebel,9,000010000,cf,NA,dh,3b/ss,1b,rf,lf,2b,c,ss,Adam Schwoebel,"loras college
",Loras College, (3-0),,9.0,Y,Schwoebel (7-2),"Dubuque, Iowa (Petrakis Park)",2:00 PM   ,2:01   ,HP: Phil Pupillo  1B: Steven Ha,"buena vista university
",Buena Vista Univ.,Tanner Truesdell,NA,Bryce Wessels,Eric Gurbacki,Bennett Mann,Neil Marshall,Thomas Wisecup,Brandon Wessels,Noah Paper,Devon Harms,0,2,Lucas Hadaway,9,000001001,lf,NA,2b,1b,dh,cf,3b,rf/c,ss,c,Jake Bjorkgren,L
372,"Mar 27, 2015",bvudbq2,2,Trace Florek,NA,Will Fogel,Daniel Casanova,Austin McWhite,Jacob Evans,Ryan Karrick,Will Doherty,Gaetano Florio,,3,8,Doug Van Dyke,11,30101003X,lf,NA,2b,cf,1b,rf,ss,c,3b,,Dalton Garst,"dubuque, univ. of","Dubuque, Univ. of",Hazel (1-1),,9.0,Y,Van Dyke (1),"Dubuque, Iowa (UD Baseball Field)",3:37 pm   ,6:09 pm   ,HP: Kevin Ferris  1B: Joe Salvida,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Thomas Wisecup,Ryan Duncan,Devon Harms,2,4,Cam Beatty,8,010030000,cf,NA,lf,dh,ss,rf,1b,2b,3b,c,Kendall Hazel,Garst (3-0)
90,"Apr 01, 2015",lordo,,"Varallo, Tim",NA,"Kukla, Joe","Schuster, Cody","Janison, Colin","Natividad, Nathaniel","McKinney, Lucas","Salay, Royce","Becquey, Quentin","Jungblut, Max",5,7,"Brown, Tyler",11,000001303,lf,NA,cf,dh,rf,ss,c,3b,1b,2b,"Milne Rojek, Quinlan",dominican university,Dominican University,Brown (1-1),,9.0,Y,,"Schaumburg, Ill. (Boomers Stadium)",6:03 PM   ,2:52   ,HP: Jim O'Brien  1B: Dan Saltzman,"loras college
",Loras College,Cole Reeg,NA,Luke Leibforth,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Ryan Koester,Danny Fahlgren,Nolan Ritter,5,10,Robert Hovey,14,002100151,cf,NA,2b,dh,1b,rf,lf,3b,c,ss,Will Petrosky,Schreck (1-1)
398,"Apr 26, 2015",coedbq2,2,Daniel Casanova,NA,Gaetano Florio,Dalton Garst,Austin McWhite,Michael Salazar,Michael Riordan,Ryan Karrick,Will Doherty,Austin Monfross,5,4,Jacob Padilla,14,000010102,cf,NA,2b,3b,1b,dh,lf,ss,c,rf,Trent Van Egtern,"dubuque, univ. of","Dubuque, Univ. of",Van Egtern (2-5),,9.0,Y,Becker (3),"Dubuque, Iowa (UD Baseball Field)",3:13 pm   ,2:56   ,HP: Jeff Frese  1B: Josh Mara,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Grant Henning,Michael Redmond,Jory Heckenberg,Cole Tomlinson,Ben Jacobson,0,8,Tony Becker,12,010402001,ss,NA,lf,p/1b,rf,c,cf,1b/3b,2b,3b,AJ Reuter,Reuter (4-1)
50,"Mar 20, 2015",cengac2,2,Daniel Carlson,NA,Isaiah Welckle,Josh Chatfield,Garrett Fuchs,Joe Melles,Max Fidler,Dalton Mattson,Christopher Kelly,Cody Christensen,4,10,Christopher Kelly,12,820000X,ss,NA,lf,rf,cf,dh,3b,1b,2b/p,c,Connor Kern,"gustavus adolphus
",Gustavus Adolphus,-0),,7.0,Y,Voss (0-1),"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,"central college
",Central College,Spencer Gritsch,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Dakotah Wolken,Tyler Frideres,Mason Ellis,Jacob Hirst,1,7,Austin Chipps,11,0310120,2b,NA,lf,ss,dh,3b/1b,cf,c,1b,rf,Jake Voss,C
213,"Mar 27, 2015",coelor1,1,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,AJ Reuter,Michael Redmond,Jack Hoffmann,Grant Henning,Jory Heckenberg,Alec Zwanziger,4,2,Jeremy Santiago,6,0200000,ss,NA,lf,3b,dh,cf,rf,c,1b,2b,Ben Jacobson,"coe college
",Coe College,"Jacobson, B",,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:32 pm   ,1:45   ,HP: Chris Oberbroeckling  1B: Clint Gingerich,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,1,7,Adam Schwoebel,8,0020500,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Adam Schwoebel,Schwoebel (4-0)
,"Mar 14, 2015",dbqslu,,Daniel Casanova,NA,Eddie Pablo,Michael Salazar,Matt Hogan,Dalton Garst,John Henderson,Michael Riordan,Will Doherty,Gaetano Florio,1,1,Daniel Karnick,11,001000000,cf,NA,ss,lf,rf,1b,3b,dh,c,2b/3b,Josh Eastman,"dubuque, univ. of","Dubuque, Univ. of",,,9.0,Y,Eastman (1-1),"Fort Myers, Fla.",3:00 pm   ,  ,,st. lawrence univ.,St. Lawrence Univ.,"Fernandez, Chris",NA,"Regan, Mic","Syron, Mark","Robson, Devin","MacDonald, Kyle","Reichel, Adam","Schreyack, Andrew","Liszewski, Kyle","Lewis, Isaac",0,13,"Jenkins, Ben",16,001033402,ss,NA,cf,lf,c,dh,3b,1b,2b,rf,"Downes, Sam","Downes, S"
80,"Mar 15, 2015",ceniit2,2,A. Boos,NA,R. Fitzpatri,M. Malfeo,B. Colon-Rod,S. Pung,W. Cronin,A. Babusci,D. Argumedo,A. Gustafson,2,5,A. Lamkin,10,0013001,ss,NA,cf,2b,dh,3b,rf,lf,c,1b,J. Tarala,ill. inst. of tech.,Ill. Inst. of Tech.,(1-0),,7.0,Y,Diveney (1-1),"Tucson, Ariz. (Kino Sports Complex)",6 p.m.   ,2:00   ,,"central college
",Central College,Dakotah Wolken,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Ryan Garrett,Spencer Gritsch,Michael Reuter,Jacob Hirst,1,4,Dylan Diveney,7,0004000,cf,NA,lf,ss,dh,1b,3b,2b,c,rf,Andy Carr,A
432,"Mar 21, 2015",coewar4,2,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,AJ Reuter,Jack Hoffmann,Michael Redmond,Grant Henning,Alec Zwanziger,Jory Heckenberg,3,2,Tony Becker,9,0000200,ss,NA,lf,3b,dh,rf,cf,c,2b,1b,Cal Kragenbrink,"coe college
",Coe College,Kragenbrink (1-2),,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:28 pm   ,1:46   ,HP: Bret Miell  1B: Eric Olson,"wartburg college
",Wartburg College,Tyler Willis,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Tyler Mougin,Jackson Litterer,Matt Kruger,0,8,Gavin Nadermann,9,2010401,2b,NA,rf,cf,1b,dh,c,ss,3b,lf,Shane Chafa,Chafa (3-0)
42,"Apr 03, 2015",coelut1,1,Joe Silversmith,NA,Alex Weber,Mitch Knippenberg,Aldon Severson,David Lowe,Carlos Pineda,Matt Larson,Zach Hendrikson,Jon Opdahl,1,5,David Lowe,8,020021X,ss,NA,cf,c,1b,3b/p,rf,lf,dh/rf,2b,Blake Peterson,"luther college
",Luther College,Alberhasky (2-2),,7.0,Y,Lowe (2),"Decorah, Iowa (LC Baseball Field)",1:00 pm   ,2:00   ,HP: Davif Furru  1B: Matt Mullock,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,AJ Reuter,Grant Henning,Michael Redmond,Jack Hoffmann,Jory Heckenberg,Alec Zwanziger,2,3,Connor Alberhasky,7,0100110,ss,NA,lf,rf,1b,c,cf,dh,3b,2b,Connor Alberhasky,Peterson (3-1)
189,"Mar 14, 2015",bvunwu1,1,"Estudillo, J",NA,"Stocks, J","Orozco, M","McPike, C","Babic, Joe","Watteyne, J","Ayars, S","Powers, C","Bool, C",1,4,"Soriano, A",6,0000301,3b,NA,lf,c,1b,rf,dh,cf,ss,2b,"Soriano, A","nebraska wesleyan university
",Nebraska Wesleyan,Beatty (0-1),,7.0,Y,,"Lincoln, Neb. (NWU Field)",1:03 pm   ,1:48   ,HP: Frank McEntaffer  1B: Jeff Kopecky,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Devin Wagenman,Ryan Duncan,Ben Giebler,0,3,Lucas Hadaway,7,0002010,cf,NA,c,dh,ss,rf,1b,lf,3b,2b,Kendall Hazel,"Soriano, A (1-0)"
,"Mar 17, 2015",lutmar,,Alex Weber,NA,Jon Opdahl,Mitch Knippenberg,David Lowe,Aldon Severson,Carlos Pineda,Andrew Burgmeier,Joe Silversmith,Matt Larson,5,14,Carlos Pineda,17,227120000,cf,NA,2b/ss,c,dh/3b,lf,3b/2b,1b,ss/p,rf,Nate Beckman,"luther college
",Luther College,Patrikus,,9.0,Y,,"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,marian university,Marian University,Miklavcic,NA,Thompson,DeBoer,McCoy,Grannis,Blise,Ryan,Buss,Vorpagel,5,17,DeBoer,18,0(10)0312010,cf,NA,lf,2b/p,1b,3b,c,rf,dh/rf,ss,Nicholson,DeBoer
150,"Mar 28, 2015",cenwar3,1,Tyler Willis,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Tyler Mougin,Jackson Litterer,Chaz Boots,0,14,Samuel Langfritz,14,400235X,2b,NA,rf,cf,1b,dh,c,ss,3b,lf,Max Langheinrich,#14 wartburg college,#14 Wartburg College,Diveney (1-2),,7.0,Y,,"Waverly, Iowa (Hertel Field)",1 p.m.   ,1:54 hr   ,HP: Mike Kelly  1B: Ron Acuna,"central college
",Central College,Spencer Gritsch,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Noah Stochl,Dakotah Wolken,Tyler Frideres,Jacob Hirst,3,3,Jake Voss,7,0000003,2b,NA,lf,3b,dh,1b,ss,rf/cf,c,cf,Dylan Diveney,Langeinrich (3-0)
100,"May 01, 2015",bvulut1,1,Neil Marshall,NA,Kolby Hilgenberg,Eric Gurbacki,Tanner Truesdell,Bryce Wessels,Thomas Wisecup,Brandon Wessels,Noah Paper,Devon Harms,0,3,Ian Grigsby,5,1000110,cf,NA,rf,1b,dh,2b,3b,lf,ss,c,Jake Bjorkgren,"buena vista university
",Buena Vista Univ.,Bjorkgren (4-2),,7.0,Y,Lowe (5),"Storm Lake, Iowa (BVU/SL BB Field)",3:30pm   ,1:30   ,HP: Troy Solsaa  1B: Sean Johnston,"luther college
",Luther College,Matt Larson,NA,Joe Silversmith,Aldon Severson,Andrew Burgmeier,Alex Weber,David Lowe,Jon Opdahl,Zach Hendrikson,Cody Reimer,0,4,David Lowe,8,0100300,lf,NA,ss,dh,1b,cf,3b/p,2b,c,rf,Teddy Klingsporn,Klingsporn (6-1)
,"Apr 04, 2015",bvuwar4,2,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Thomas Wisecup,Noah Paper,Devon Harms,1,10,Lucas Hadaway,9,00505000X,cf,NA,rf,lf,ss,dh,1b,3b,2b,c,Jacob Hadaway,#14 buena vista univ.,#14 Buena Vista Univ.,,,9.0,Y,Tomkins,"Storm Lake, Iowa (BVU/SL BB Field)",3:45pm   ,  ,HP: Patrick McIlhon  1B: Matt Badeaux,#10 wartburg college,#10 Wartburg College,Tyler Willis,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Blake Wilson,Milton Croes,Matt Kruger,Tyler Mougin,Zach Hovick,0,9,Chris Tomkins,11,002300004,2b,NA,rf,cf,1b,c,dh,lf,ss,3b,Shane Chafa,J
57,"Mar 20, 2015",lorsim2,2,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,1,9,Nick Spiess,13,20005020X,cf,NA,dh/1b,3b,1b,rf,lf,2b,c,ss,Alex Steines,"loras college
",Loras College,Scieszinski (2-1),,9.0,Y,Spiess (1),"Dubuque, Iowa (Petrakis Park)",6:00 PM   ,2:20   ,,"simpson college
",Simpson College,Jake Esdohr,NA,Taylor Harmon,Gage Reis,Austin Burlin,Jonathan Greiner,Nick Anderson,Bud Smith,Keegin Branin,Devan Wicks,0,2,Jalen Sickels,4,100001000,cf,NA,2b,1b,rf,3b,dh,c,ss,lf,Jake Scieszinski,Steines (1-1)
509,"May 08, 2015",iiacgm6,,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Matt Kruger,0,3,Michael Knouse,9,000210000,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Max Langheinrich,#14 wartburg college,#14 Wartburg College,Langeinrich (5-2),,9.0,Y,Hoffmann (1),"Cedar Rapids, Iowa (Veterans Mem. Stad.)",1:00 pm   ,2:20   ,HP: Jay Wiechmann  1B: Bret Miell  3B: Patrick Mcllhon,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Jory Heckenberg,Grant Henning,Michael Redmond,Cole Tomlinson,Alec Zwanziger,2,6,Jack Hoffmann,13,002020101,ss,NA,lf,p/1b,rf/p,1b/3b,c,cf,3b/rf,2b,AJ Reuter,Reuter (6-1)
