attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
100,"Apr 21, 2015",bvucoe3,1,Tanner Truesdell,NA,Bryce Wessels,Eric Gurbacki,Bennett Mann,Neil Marshall,Thomas Wisecup,Brandon Wessels,Noah Paper,Devon Harms,0,1,Cam Beatty,4,0000001,dh,NA,2b,1b,rf,cf,3b,lf,ss,c,Ian Grigsby,"buena vista university
",Buena Vista Univ.,Grigsby (1-2),,7.0,Y,,"Storm Lake, Iowa (BVU/SL BB Field)",3:30pm   ,1:48   ,HP: Matt Oosenfort  1B: Anthony Abboud,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Cole Tomlinson,Jack Hoffmann,Michael Redmond,Jory Heckenberg,Andrew Brierton,1,4,AJ Reuter,9,0011020,ss,NA,lf,p,c,2b,rf,cf,1b,3b,AJ Reuter,Reuter (3-1)
69,"Apr 21, 2015",dbqlor3,1,James Workman,NA,Daniel Casanova,Dalton Garst,Michael Salazar,Jacob Evans,Austin McWhite,Matt Hogan,Ryan Karrick,Gaetano Florio,1,7,Reed Stumpf,8,2000005,c,NA,cf,3b,dh,lf,1b,rf,ss,2b,Josh Eastman,"dubuque, univ. of","Dubuque, Univ. of",Eastman (2-6),,7.0,Y,Schreck (3),"Dubuque, Iowa (UD Baseball Field)",1:00 pm   ,3:21 pm   ,HP: Paul Keitel  1B: David Field,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,3,9,Connor Schreck,11,0010080,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Adam Schwoebel,Schwoebel (7-1)
419,"Apr 18, 2015",cencoe4,2,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Jack Hoffmann,Michael Redmond,Cole Tomlinson,Jory Heckenberg,Jack Strellner,2,7,Jack Hoffmann,8,000410011,ss,NA,lf,1b,c,dh/p,cf,rf/2b,3b,2b,Michael Greene,"coe college
",Coe College,Dornacker (1-4),,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:46 pm   ,2:10   ,HP: Dennis Schroeder  1B: Mark Beerend,"central college
",Central College,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Spencer Gritsch,Zach Brown,Dakotah Wolken,Mason Ellis,Noah Stochl,0,6,Alex Dornacker,8,003210000,ss,NA,lf,rf,c,2b,3b,cf,1b,dh,Matt Schissel,Hoffmann (7-1)
361,"May 07, 2015",iiacgm2,,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Seth Griffiths,Mason Ellis,Zach Brown,Spencer Gritsch,Jacob Hirst,1,9,Andy Carr,10,50003001X,ss,NA,lf,dh,c,rf,1b,3b,2b,cf,Andy Carr,"central college
",Central College,Steines (2-5),,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",1:00 pm   ,2:04   ,HP: Paul Keitel  1B: Bret Miell  3B: Kevin F,"loras college
",Loras College,Cole Reeg,NA,Patrick Walsh,Spence Bonner,Tony Heiser,Anthony Flattery,Adam Kennedy,Luke Leibforth,Danny Fahlgren,Nolan Ritter,3,1,Kody Massner,5,000000010,cf,NA,3b,1b,rf,dh,lf,2b,c,ss,Alex Steines,Carr (6-1)
75,"Apr 26, 2015",cenlut2,2,Alex Weber,NA,Joe Silversmith,Aldon Severson,Andrew Burgmeier,David Lowe,Mitch Knippenberg,Jon Opdahl,Zach Hendrikson,Cody Reimer,4,3,Mason Whitham,7,030000000,cf,NA,ss,dh,1b,3b,c,2b,lf/c,rf,Alec Knop,"luther college
",Luther College,Knop (1-6),,9.0,Y,,"Decorah, Iowa (LC Baseball Diamond)",3:15   ,2:15   ,HP: Gary LaChance  1B: Eric Olson,"central college
",Central College,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Zach Brown,Seth Griffiths,Mason Ellis,Noah Stochl,Jacob Hirst,0,12,Austin Meyer,16,102014220,ss,NA,lf,dh,c,3b,rf,1b,2b,cf,Dakotah Wolken,Wolken (3-2)
129,"Mar 11, 2015",coedknsn,,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,Jory Heckenberg,Michael Redmond,Alec Zwanziger,Andrew Brierton,Thomas Simon,Thomas Schaedel,5,10,Michael Greene,16,20310202X,3b/ss,NA,lf,c,1b,cf,2b,dh,rf,ss/p,Jack Hoffmann,"coe college
",Coe College,M Felt (0-1),,9.0,Y,,"Auburndale, Fla. (Lake Myrtle Park #3)",9:10 am   ,2:54   ,,dickinson college,Dickinson College,Ryan Dolan,NA,Mitch Helmandollar,Matt Primavera,Phil Werner,Steven Haynes,Travis Nardin,Rich Hopkins,Tyler Clauson-Wolf,Austin Sumners,1,5,Reid Collins,11,200100101,cf,NA,2b,1b,lf,ss,3b,c,dh,rf,Mo Felt,Hoffmann (2-0)
51,"Mar 20, 2015",bvusmu,,Willie Doll,NA,David Barry,Ben Buerkle,Jon Schlemmer,Kevin Miley,Cale Pieczynski,A.J. Redders,Drew Denning,Jake Mencacci,1,3,Nathan Mathwig,8,102000000,cf,NA,ss,lf,dh,rf,3b,1b,2b,c,Steph Scatassa,saint mary's (minn.),Saint Mary's (Minn.),Mathwig (1-1),,9.0,Y,L,"Carol Stream, Ill. (Lee Pfund Stadium)",11:00 AM   ,2:24   ,HP: Benjamin Williams  1B: Rafael Rivera,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Devin Wagenman,Ryan Duncan,Ben Giebler,1,4,Lucas Hadaway,7,000003001,cf,NA,c,dh,ss,rf,1b,lf,3b,2b,Kendall Hazel,Beatty (2-1)
182,"Apr 11, 2015",coesim4,2,Jake Esdohr,NA,Jake Scieszinski,Gage Reis,Jonathan Greiner,Austin Burlin,Bud Smith,Zachary Cook,Taylor Harmon,Luke Anctil,3,6,Matt Burrell,9,310000200,cf,NA,dh,1b,3b,rf,c,ss,2b,lf,Zeb Noel,"simpson college
",Simpson College,Noel (1-5),,9.0,Y,,"Indianola, Iowa (McBride Field)",3:14 pm   ,2:48   ,HP: Jason Kramer  1B: Ronald Acuna,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Jack Hoffmann,Michael Redmond,Jory Heckenberg,Cole Tomlinson,Alec Zwanziger,2,17,Jack Hoffmann,19,000126242,ss,NA,lf,1b,c,dh/p,cf,3b,rf,2b,Cal Kragenbrink,Hoffmann (5-1)
,"Mar 08, 2015",simblc1,1,Jake Esdohr,NA,Nick Anderson,Gage Reis,Bud Smith,Jake Scieszinski,Taylor Harmon,Jonathan Greiner,Jake Anctil,Austin Burlin,1,0,Brock Borgeson,4,00000000,cf,NA,lf,1b,c,ss,2b,3b,dh,rf,Zeb Noel,"simpson college
",Simpson College,"Gibson, Da",,8.0,Y,,"Tucson, Ariz. (Kino Complex #5)",10:00 am   ,2:00   ,,"bethany lutheran
",Bethany Lutheran,Joe Tuholsky,NA,Danny Kneeland,Lucas Herd,Adam Geiger,Tyler Hebrink,Brandyn Olsen,Nolan Grose,Jordan Grams,Clay Anderson,0,1,Ronald Donley,3,00000001,2b,NA,c,cf,lf,1b,rf,dh,ss,3b,Ronald Donley,Donley (1-0)
350,"May 01, 2015",warus,,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Matt Kruger,3,4,Michael Knouse,8,003001000,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Max Langheinrich,#11 wartburg college,#11 Wartburg College,in (5-2),,9.0,Y,Langeinrich (6-1),"Waterloo, Iowa (Riverfront Stadium)",7 p.m.   ,2:34 hr   ,HP: Ryan Eklund  1B: Jason Kra,st. thomas (minn.),St. Thomas (Minn.),A.J. Sayer,NA,Brady Johnson,Drew Miller,Ryan Gerber,Ben Waltz,Dan Ziemann,Keller Knoll,Kyle Lynch,Zach Gottfredsen,1,6,Colin Wendinger,5,410000010,cf,NA,ss,3b,rf,dh,1b,c,lf,2b,Tyler Feyersein,T
340,"Apr 29, 2015",coegrn,,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Jory Heckenberg,Grant Henning,Michael Redmond,Andrew Brierton,Cole Tomlinson,1,14,Tyler Smith,19,04004114X,ss,NA,lf,1b,rf,3b,c,cf,dh,2b,Cal Kragenbrink,"coe college
",Coe College,Mathews (0-3),,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",4:00 pm   ,2:15   ,HP: Chris Oberbroeckling  1B: Roger Johnson,"grinnell college
",Grinnell College,Yuki Kawahara,NA,Steven Petritis,Graham Fisher,Sam Galanek,Walker Bell,Matt Godinsky,Michael Slattery,Ross Voelker,Jacob Bernholtz,4,5,Ben Binversie,8,000200030,ss/2b,NA,cf,dh,c,1b,rf,3b,2b,lf,Noah Mathews,Kragenbrink (3-2)
35,"Apr 06, 2015",simaib2,,"Stout, Jay",NA,"Leverett, Steven","Close, Zach","Wardian, Shawn","Jouris, Jacob","Daane, Jordan","Kimmel, Eric","Hollis, Ian","Munson, Jon",1,6,"Davis, Jackson",7,130001001,lf,NA,ss,cf,2b,1b,3b,dh,c,rf,"Cogghe, Tyler",aib college of bus.,AIB College of Bus.,"Cogghe, T",,9.0,Y,,"Des Moines, Iowa (AIB/Lincoln Field)",1:00 PM   ,2:40   ,,"simpson college
",Simpson College,Jake Esdohr,NA,Jake Scieszinski,Austin Burlin,Bud Smith,Jonathan Greiner,Zeb Noel,Nick Anderson,Taylor Harmon,Luke Anctil,4,9,Brock Borgeson,13,022202010,cf,NA,ss/2b,rf,c,3b/1b,1b/p,dh,2b,lf/rf,Matt Pennings,Noel (1-4)
125,"Apr 21, 2015",censim3,1,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Zach Brown,Seth Griffiths,Dakotah Wolken,Mason Ellis,Noah Stochl,0,9,Austin Meyer,9,031320X,ss,NA,lf,rf,c,3b,dh,cf/p,1b,2b,Andy Carr,"central college
",Central College,Noel (1-6),,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,2:00   ,HP: Dean Kirkpatrick  1B: Aaron Perez,"simpson college
",Simpson College,Jake Esdohr,NA,Gage Reis,Devan Wicks,Bud Smith,Jonathan Greiner,Taylor Harmon,Keegin Branin,Luke Anctil,,4,3,Curt Castenson,12,2100000,cf,NA,1b,lf,c,3b,2b,ss,rf,,Jake Scieszinski,Wolken (2-2)
85,"Apr 18, 2015",bvusim4,2,Neil Marshall,NA,Eric Gurbacki,Tanner Truesdell,Bennett Mann,Bryce Wessels,Thomas Wisecup,Brandon Wessels,Noah Paper,Devon Harms,3,5,Charlie Ruff,11,000210110,cf,NA,1b,lf,dh,2b,3b,rf/c,ss,c,Jacob Hadaway,"buena vista university
",Buena Vista Univ.,J,,9.0,Y, (3-2),"Storm Lake, Iowa (BVU/SL BB Field)",10:50am   ,3:00   ,HP: Jeff Kopecky  1B: Brandon Moo,"simpson college
",Simpson College,Jake Esdohr,NA,Gage Reis,Devan Wicks,Jake Scieszinski,Bud Smith,Jonathan Greiner,Nick Anderson,Keegin Branin,Austin Burlin,2,18,Brock Borgeson,14,010702017,cf,NA,1b,lf,2b,c,3b,dh,ss,rf,Daultan Gibson,Borgeson (2-1)
137,"Mar 09, 2015",coewi,,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,Jory Heckenberg,Alec Zwanziger,Michael Redmond,Grant Henning,Thomas Simon,Andrew Brierton,5,5,Tony Becker,9,100000202,ss/3b,NA,lf,dh,1b,2b,cf,c,rf,3b,Cal Kragenbrink,"coe college
",Coe College,Kragenbrink (0-1),,9.0,Y,,"Winter Haven, Fla. (Chain of Lakes #1)",11:30 am   ,2:35   ,,wittenberg univ.,Wittenberg Univ.,Zac Wilson,NA,Cal Slusarz,Dalton Boucher,Will Cousins,Josh Kaplan,Corey Farnbauch,Eric Olson,Mike Burgher,Trent Champlin,0,9,Frank Sullivan,13,000060300,cf,NA,ss,rf,c,3b,2b,dh,1b,lf,Jordan Hitt,Hitt (1-0)
76,"Mar 26, 2015",simgrn1,,Niko Takayesu,NA,Ryan Penaflor,Anthony Mack,Walker Bell,Matt Godinsky,Sam Galanek,Matt Hammond,Michael Slattery,Teague Towner,2,9,Noah Mathews,12,01230102X,2b,NA,lf,cf,1b,rf,dh,c,3b,ss,Graham Fisher,"grinnell college
",Grinnell College,Sickels (0-1),,9.0,Y,,"Grinnell, Iowa (Pioneer Park)",2 pm   ,2:18   ,HP: Ron Acuna  1B: Mike Kelly,"simpson college
",Simpson College,Jake Esdohr,NA,Taylor Harmon,Gage Reis,Austin Burlin,Jake Scieszinski,Jonathan Greiner,Bud Smith,Nick Anderson,Hunter Hillygus,0,1,Brock Borgeson,5,000001000,cf,NA,2b,1b,rf,ss,3b,c,lf,dh,Jalen Sickels,Fisher (1-2)
150,"May 01, 2015",cenlor2,2,Kirby Coppess,NA,Zach Zylstra,Seth Griffiths,Adam Lindell,Michael Reuter,Zach Brown,Kyle Crampton,Mason Ellis,Noah Stochl,1,5,Dylan Diveney,8,01100120X,ss,NA,lf,cf/rf,rf,c,3b,dh,1b,2b,Alex Dornacker,"central college
",Central College,Petrosky (2-5),,9.0,Y,Diveney (1),"Pella, Iowa (Kuyper Athl. Complex)",2:45 p.m   ,2:30   ,HP: Patrick McIlhon  1B: Matt Badeaux,"loras college
",Loras College,Cole Reeg,NA,Tony Heiser,Patrick Walsh,Spence Bonner,Thomas Johnson,Adam Kennedy,Luke Leibforth,Danny Fahlgren,Nolan Ritter,5,4,Connor Schreck,5,002000020,dh,NA,cf,3b,1b,lf,rf,2b,c,ss,Will Petrosky,Dornacker (2-5)
125,"Apr 03, 2015",cendbq1,1,Kirby Coppess,NA,Zach Brown,Zach Zylstra,Adam Lindell,Spencer Gritsch,Dakotah Wolken,Ryan Garrett,Tyler Frideres,Andy Carr,1,1,Austin Meyer,6,0000001,ss,NA,1b,lf,dh,2b,cf,3b,c,rf,Dylan Diveney,"central college
",Central College,Diveney (1-3),,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1:08 p.m   ,1:30   ,HP: Dean Kirkpatrick  1B: Jason Kra,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,NA,Will Fogel,Dalton Garst,Austin McWhite,Matt Hogan,Michael Salazar,Ryan Karrick,Trace Florek,Will Doherty,0,3,Trent Van Egtern,7,0100020,cf,NA,2b,3b,1b,rf,dh,ss,lf,c,Trent Van Egtern,Van Egtern (2-2)
111,"May 01, 2015",dbqsim2,2,Jake Esdohr,NA,Jake Scieszinski,Gage Reis,Jonathan Greiner,Luke Anctil,Bud Smith,Austin Burlin,Taylor Harmon,Devan Wicks,3,5,Brock Borgeson,7,00111100001,cf,NA,ss,1b,3b,lf,c,rf,2b,dh,Brock Borgeson,"simpson college
",Simpson College,Trifiletti (1-3),,11.0,Y,,"Indianola, Iowa (McBride Field)",6:06 pm   ,2:39   ,HP: Jeff Osborne  1B: Michael Kelly,"dubuque, univ. of","Dubuque, Univ. of",James Workman,NA,Daniel Casanova,Dalton Garst,Austin McWhite,Michael Salazar,Jacob Evans,Ryan Karrick,Trace Florek,Tyler Lewan,2,4,Tyler Trifiletti,8,02010100000,2b,NA,cf,c/3b,1b,dh,rf,ss,lf,3b,Trent Van Egtern,Borgeson (3-2)
118,"Mar 07, 2015",coemsoe,,Ryan Newman,NA,Tyler Doyle,Jimmy Carrington,Jake Roberts,Matt Melbye,John Dzurka,Trevor Symbal,Eric Kremers,Josh Peltier,1,2,Trevor Symbal,7,001100000,ss/2b,NA,cf,dh,1b,3b,2b,lf/p,c,rf,Thomas Hartwick,milw. school of eng.,Milw. School of Eng.,Hartwick (0-2),,9.0,Y,"Jacobson, B","Auburndale, Fla. (Lake Myrtle Field #1)",9:00 pm   ,2:32   ,,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,AJ Reuter,Andrew Brierton,Michael Redmond,Jory Heckenberg,Grant Henning,Thomas Schaedel,0,6,Ben Jacobson,10,000001401,ss,NA,lf,rf,1b,3b,cf,dh,c,2b,Jack Hoffmann,Hoffmann (1-0)
269,"Apr 18, 2015",dbqlut3,1,James Workman,NA,Dalton Garst,Daniel Casanova,Austin McWhite,Michael Salazar,Jacob Evans,Ryan Karrick,Michael Riordan,Tyler Lewan,2,1,Daniel Karnick,11,1000000,c,NA,3b/1b,cf,1b,dh,rf,ss,lf,2b/3b,Tyler Trifiletti,"dubuque, univ. of","Dubuque, Univ. of",Trifiletti (1-2),,7.0,Y,,"Dubuque, Iowa (UD Baseball Field)",1:00 pm   ,3:24 pm   ,HP: Larry Allen  1B: Rodney Rigg,"luther college
",Luther College,Matt Larson,NA,Joe Silversmith,Aldon Severson,Andrew Burgmeier,Carlos Pineda,David Lowe,Alex Weber,Mitch Knippenberg,Jon Opdahl,0,10,Eli Patrikus,10,1032031,lf,NA,ss,1b,dh,rf,3b,cf,c,2b,Blake Peterson,Peterson (4-2)
,"Mar 18, 2015",dbqkey,,Trace Florek,NA,Gaetano Florio,Daniel Casanova,Dalton Garst,Austin McWhite,Tyler Lewan,Jacob Evans,Ryan Karrick,James Workman,6,8,Aaron Boettger,10,303101000,lf,NA,ss,cf,dh,1b,3b,rf/lf,2b,c,Reed Stumpf,"dubuque, univ. of","Dubuque, Univ. of",Karnick (0-1),,9.0,Y,,"Fort Myers, Fla.",9:00 am   ,  ,,keystone college,Keystone College,"Corl, Dylan",NA,"Reyes, Louis","Rojas, Gaston","Herceg, Alex","Ross, Nate","Bzozowski, Chris","Familia, Eduardo","Darley, Cody","Lanfranco, Julian",3,16,"Barefoot, Austin",13,002031721,lf,NA,1b,cf,dh,ss,3b,rf,c,2b,"DePhillips, Rob","Arnold, Jess (1-1)"
150,"Apr 10, 2015",bvucen1,1,Seth Griffiths,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Michael Reuter,Spencer Gritsch,Dakotah Wolken,Mason Ellis,1,4,Dylan Diveney,7,002200X,dh,NA,lf,ss,rf,3b,c,2b,cf/rf,1b,Dylan Diveney,"central college
",Central College,Lange (4-2),,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,1:44   ,HP: Matt Breadeaux  1B: Danny Duskin,#18 buena vista univ.,#18 Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Thomas Wisecup,Michael Zellar,Noah Paper,2,2,Justin Lange,6,0000020,cf,NA,c,lf,2b,rf,1b,3b,dh,ss,Justin Lange,Diveney (2-3)
