date,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
5/9/2019,Jake Vogt,Jake Halverson,Trent Athmann,Luke Plunkett,Bryce Hingst,Owen Vander Linden,Joe McKibben,Tommy Gleason,Kelby Johnson,1,11,Joey Cardamon,9,1304021,cf,ss,rf,c,3b,1b,lf,dh,2b,Joey Cardamon,LUT,luther college,Lilienthal,,7,,"Cedar Rapids, Iowa (Veterans Memorial)",11:00am,1:50,Home Plate: Josh MaraFirst: Mike FedererThird Base: Jon Fye,LOR,loras college,Konagel,Thompson,Paluch,Agerbeek,Pardoe,Fennelly,Oglesby,Church,Egan,3,1,Costello,6,0001000,2b,c,cf,1b,3b,ss,lf,dh,rf,Lilienthal,,Joey Cardamon
3/23/2019,"DeLaney, K.","Johnson, T.","Kaplan, J.","Burns, J.","Berger, D.","Arp, N.","Frazier, C.","LeGrand, R.","O'Brien, G.",0,7,"Deardorff, T",8,00500020X,rf,ss,1b,lf,c,2b,cf/lf,dh,3b,"Greene, J.",COE,coe,Nick Long,,9,,"Iowa City, Iowa (Duane Banks Field)",2:45 pm,2:00,Home Plate: Kevin FerrisFirst: Paul Keitel,CEN,central,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Ryan Bouwman,Patrick Diemer,Jon Roozeboom,Ben Wallace,Lucas Farren,4,1,Tyler Steward,6,000000010,cf,c,ss,rf,1b,lf,dh,3b,2b,Nick Long,,"Greene, J."
4/29/2019,Max Goodhue,Parker Ridge,Tyler Hovick,Tyler Nunemaker,Emmanuel Jeffery,Bryce Butler,Jarod Harris,Joesph Baumann,JoJo McNair,2,6,Aaron Eybers,8,20002002X,rf,ss,lf,dh,1b,3b,2b,c,cf,Ben Milewski,WAR,wartburg college,Held,,9,Aaron Eybers,"Waverly, Iowa (Hertel Field)",2:30 p.m,2:28 hr,Home Plate: David RamosFirst: Denny Brodbeck,SIM,simpson college,Creger,Sacco,Schmitt,Carlin,Breitbarth,Arnold,Moore,Hollingswort,Hintz,1,5,Kauzlarich,9,110100200,3b,lf,dh,ss,c,1b,cf,rf,2b,Held,,Tony Rex
3/24/2019,JoJo McNair,Jarod Harris,Emmanuel Jeffery,Tyler Nunemaker,Andrew Walker,Parker Ridge,Tyler Hovick,Bryce Butler,Joesph Baumann,1,9,Tony Rex,10,600002010,cf,2b,1b,rf,dh,ss,lf,3b,c,Dylan Gotto,,wartburg college,Tyler Carlson,,9,Tony Rex,"Waverly, Iowa (Hertel Field)",5:00 pm,2:20,Home Plate: Mark BeerendsFirst: David Nee,,univ. of dubuque,Jack Lasswell,Daulton Kvenvold,Kellen Mitchell,Justin Jensen,Thomas Kempf,Jordan Goldstein,JJ Valencia,Jarad Clevenger,Zach McCoy,3,6,Luke Dunham,8,000005001,2b,c,1b,cf,dh,3b,rf,lf,ss,Tyler Carlson,,Dylan Gotto
3/10/2019,Z. Stone,Bryant,Wichman,Jamesson,Larson,M. Stone,Renger,Schwartz,Tanon,3,11,Heneghan,10,20322110X,rf,lf,cf,1b,2b,dh,3b,c,ss,Kornstad,COR,cornell college,Aaron Eybers,Rex faced 2 batters in the 2nd.,9,,"Auburndale, Fla. (Lake Myrtle Park)",9:04 AM,2:29,,WAR,wartburg college,JoJo McNair,Jarod Harris,Emmanuel Jeffery,Andrew Walker,Adam Sacia,Parker Ridge,Tyler Nunemaker,Tyler Hovick,Dylan Salinas,7,4,Bryce Butler,10,120000010,cf,2b,dh,1b,lf,ss,rf,3b,c,Tony Rex,"66 degrees, Overcast",Kornstad
3/9/2019,JoJo McNair,Jarod Harris,Emmanuel Jeffery,Ben DeKruyf,Tyler Nunemaker,Parker Ridge,Aaron Eybers,Tyler Hovick,Dylan Salinas,1,0,Matt Milewski,3,0000000,cf,2b,1b,dh,rf,ss,3b,lf,c,Ben Milewski,,wartburg,Ben Milewski,,7,,"Kissimmee, Fla. (Osceola Heritage Pk)",9:45 am,1:56,,,umass dartmouth,DiSarcina,Wood,Tellier,Baker,Knell,Harrington,Andrews,Hetherman,Candiales,0,6,Maitland,6,0100230,ss,rf,cf,c,3b,1b,lf,dh,2b,Maitland,76 and partly sensational,Maitland
5/11/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Nolan Arp,Jacob Henry,TJ Johnson,Isaac Evans,Daniel Berger,3,1,TJ Johnson,6,000001000,rf,dh/p,1b,lf,2b,3b,ss/p,cf,c,Matthew Mittelmark,COE,coe college,Matthew Mittelmark,,9,,"Cedar Rapids, Iowa (Veterans Memorial)",1:00 p.m,2:05,Home Plate: Kevin FerrisFirst: Jon FyeThird Base: Rex Engstrand,BVU,buena vista,Peyton Renning,Bryce Rheault,Joe Rock,Coleman Roberts,Nick Henrichs,Logan Mueller,Tyler Stoltze,Ryley McGregor,Noah Paper,0,5,Gage Smart,12,001310000,cf,2b,1b,rf,dh,3b,c,lf,ss,Eric LaRue,light rain and 55 degrees,Eric LaRue
3/19/2019,Sher,B. Norman,Martin,McCaffery,Elion,Judkins,Sosa,Farley,McCleary,0,7,Irvine,9,04000102X,ss,cf/lf,dh/c,rf,3b,1b,2b,lf,c,Nettleton,,iowa,Cameron Liston,Liston faced 4 batters in the 2nd.,9,,"Iowa City, Iowa (Duane Banks Field)",4:05 pm,3:54,Nettleton faced 1 batter in the 4th.,SIM,simpson,Tyrese Moore,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Nathan Carlin,Brandon Urias,Zach Hollingsworth,Brady Held,Richie Hintz,0,2,Tanner Jansen,1,001001000,cf,1b,dh,c,ss,3b,rf,lf,2b,Cameron Liston,51 degrees,Hoffman
4/5/2019,JoJo McNair,Jarod Harris,Tyler Nunemaker,Emmanuel Jeffery,Andrew Walker,Tyler Hovick,Bryce Butler,Parker Ridge,Seth Jobes-Ryan,0,1,Dylan Gotto,4,100000000,cf,2b,rf,1b,dh,lf,3b,ss,c,Dylan Gotto,WAR,wartburg college,Dylan Gotto,,9,,"Waverly, Iowa (Hertel Field)",6 p.m.,1:55,Home Plate: Michael FedererFirst: Allen Stekl,COE,coe college,"DeLaney, K.","LeGrand, R.","Kaplan, J.","Burns, J.","Berger, D.","Frazier, C.","Arp, N.","Johnson, T.","Schrader, M.",0,4,"Kammin, Z.",9,200100100,rf,dh,1b,lf,c,cf/lf,2b,ss,3b,"Kammin, Z.",,"Kammin, Z."
3/10/2019,Sam Cobbs,Rock Cates,Ryan Lust,Adam Krajewski,Kyle Halverson,Dan Bollingberg,Evan Kolker,Chandler Schaefbauer,Avery Lehman,0,3,Shaun Falbo,8,0003000000,lf,3b,1b,c,ss,2b,rf,dh,cf,Graham Laubscher,,st. thomas,Shaun Falbo,,10,,"Tucson, Ariz. (Kino Sports Complex)",3:00,2:15,,,"dubuque, univ. of",Jack Lasswell,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Daulton Kvenvold,Jarad Clevenger,Ian Meyer,Zach McCoy,1,4,Nathan Schneiderman,10,0002001001,2b,rf,1b,cf,dh,c,lf,3b,ss,Chase Kueter,,Nathan Schneiderman
3/11/2019,"Hussein, Mohammed","Panzarella, Chris","McFadden, Dakota","Paniagua, Johann","Kelly, Adam","Medina, Ronald","Carlini, Nick","Callahan, Ryan","Ferezza, Anthony",1,12,"Hussein, Mohammed",22,10111700001,2b/p,ss,dh,rf,lf,1b,3b,c,cf,"Rowley, Jared",,keystone college,Edward Erickson,Heer faced 3 batters in the 5th.,11,,"Kissimmee,Fla (Osceola Heritage)",10:00 AM,3:13,Wanninger faced 4 batters in the 6th.,LOR,loras,Luke Fennelly,Austin Konagel,Cole Thompson,Jake Oglesby,Robbie Agerbeek,Danny Paluch,Dylan Pardoe,Ryan Wohlers,Joe Egan,3,11,Edward Erickson,12,34000030100,ss,2b,c,lf,dh,cf,3b,1b,rf,Ethan Peters,Sunny 85 degrees,"Hussein, Mohammed"
4/20/2019,Brook Johnson,Riley Ward,Tyler Winterstein,Derek Kolbush,Spencer Scheer,Evan Gellatly,Kaleb Knox,Will Watkins,Trey Pavlik,5,11,Trey Pavlik,13,110000108,dh,ss,rf,1b,lf,cf,3b,c,2b/p,Sam Condello,NWU,nebraska wesleyan,Sam Condello,Poulas faced 2 batters in the 7th.,9,Nick Dufoe,"Lincoln, Neb. (NWU Field)",12:00 pm,3:35pm,Miller faced 3 batters in the 9th.,LUT,luther,Kelby Johnson,Jake Halverson,Trent Athmann,Luke Plunkett,Bryce Hingst,Owen Vander Linden,Joe McKibben,Derek McCready,Jake Vogt,1,14,Nick Dufoe,14,002204402,2b,ss,rf,c,3b,1b,lf,dh,cf,Joey Cardamon,,Joey Cardamon
3/27/2019,Zach Hollingsworth,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Nathan Carlin,Devin Creger,Brandon Urias,Tyrese Moore,Richie Hintz,4,6,Brett Kauzlarich,8,2010201,lf,1b,dh,c,ss,rf,3b,cf,2b,Brady Leonard,SIM,simpson,Brady Leonard,Hosch faced 3 batters in the 5th.,7,,"Indianola, Iowa (McBride Field)",6:08 pm,2:30,Sailstad faced 4 batters in the 7th.,COR,cornell,Zach Stone,John-Michael Osley,Caleb Wichman,Keenan Bryant,Cale Jamesson,Nolan Newcomb,Mitch Lawson,Alex Schwartz,Marcelo Tanon,0,9,Caleb Wichman,9,3102003,rf,ss,cf/p,lf,1b,dh,3b,c,2b,Lederhos,"62, breezy",Hunter Davis
4/6/2019,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Patrick Diemer,Blake Wooten,Chris Riddle,Kaiden Fiebelkorn,Lucas Farren,1,6,Ryan Riddle,6,00000105X,cf,1b,ss,p/dh,rf,c,2b,3b,lf,Tanner Wood,CEN,central,Casey Hendricks,,9,Ryan Riddle,"Pella, Iowa (Kuyper Athl. Complex)",4:10 pm,2:45,Home Plate: Ron AcunaFirst: Dean Kirkpatrick,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Joe Rock,Tyler Tennyson,Porter Sartor,Tyler Stoltze,Noah Paper,2,4,Casey Hendricks,13,001000201,2b,lf,cf,rf,1b,p/dh,3b,c,ss,Tyler Tennyson,"71 degrees, mostly sunny",Nathan Schwanke
3/8/2019,L. Fennelly,A. Konagel,C. Thompson,R. Agerbeek,J. Oglesby,D. Pardoe,D. Paluch,R. Wohlers,J. Egan,2,9,T. Fallon,10,20023011X,ss,2b,c,dh,lf,3b,cf,1b,rf,Lilienthal,LOR,loras,Hosch,,9,T. Fallon,"Kissimmee, Fla. (Heritage Park)",1:18 pm,2:18,,COR,cornell college,Z. Stone,Bryant,Jamesson,Larson,Sass,Newcomb,Osley,Sutter,Alvarez,2,7,Lederhos,7,220300000,rf,lf,3b/1b,2b,dh,1b,ss,c,cf,Wichman,"78 degrees, Partly Cloudy",J. Lopez
3/25/2019,Luke Fennelly,Austin Konagel,Cole Thompson,Jake Oglesby,Robbie Agerbeek,Danny Paluch,Dakota Church,Dylan Pardoe,Bill Luzzo,1,8,Tanner Fallon,9,10302011X,ss,2b,dh,lf,1b,cf,c,3b,rf,Curtis Lilienthal,,loras,R. Ward,,9,,"Dubuque, Iowa (Petrakis Park)",2:35 PM,2:20,,,neb. wesleyan,A. Nichols,R. Ward,D. Kolbush,B. Johnson,K. Knox,S. Scheer,E. Gellatly,J. Cummins,B. Thomas,1,2,T. Pavlik,5,100010000,ss,p/dh,1b,lf,3b,rf,cf,c,2b,R. Ward,44 / Sunny,Curtis Lilienthal
3/12/2019,Trey Sicilia,Simon Schaef,Garrett Hoga,Brandon Muel,Tyrell Ander,Michael Sund,Roman Rothwe,Ian Mustard,Colin Crowe,3,1,Jacob Hughes,3,000010000,lf,2b/ss,ss,rf,dh,c,1b,3b,cf,Nathan Renne,,mount st. joseph,Nathan Renne,Nathan Renne faced 2 batters in the 5th.,9,Spencer Davidson,"Auburndale, Fla. (Lake Myrtle #5)",11:28 AM,2:45,Home Plate: Brian TroupeFirst: John Haskin,CEN,central,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Ryan Bouwman,Patrick Diemer,Joe Rebik,Chris Riddle,Kaiden Fiebelkorn,1,14,Spencer Davidson,17,021212006,cf,c,ss,p/dh,1b,rf,lf,2b,3b,Tanner Wood,"Cloudy, Windy, 70",Tanner Wood
5/4/2019,A. Konagel,C. Thompson,D. Paluch,R. Agerbeek,J. Oglesby,D. Pardoe,L. Fennelly,M. Gruszkows,J. Egan,0,7,T. Fallon,10,11004001X,2b,c,cf,1b,lf,3b,ss,dh,rf,E. Edminster,LOR,loras,Rox,,9,T. Fallon,"Dubuque, Iowa (Petrakis Park)",3:00 PM,,,WAR,wartburg,McNair,Ridge,Hovick,Nunemaker,Jeffery,Goodhue,Harris,Baumann,Butler,2,6,Rox,12,200040000,cf,ss,lf,dh,1b,rf,2b,c,3b,M. B,,R. Wohlers
3/23/2019,"DeLaney, K.","Johnson, T.","Kaplan, J.","Burns, J.","Berger, D.","Arp, N.","Henry, J.","Frazier, C.","Evans, I.",2,16,Mittelmark,14,2(10)0400X,rf,ss,1b,dh,c,2b,3b,lf,cf,"Kammin, Z.",COE,coe,Zach Edwards,Edwards faced 8 batters in the 2nd.,7,,"Iowa City, Iowa (Duane Banks Field)",12 pm,2:15,Home Plate: Kevin FerrisFirst: Paul Keitel,CEN,central,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Ryan Bouwman,Jon Roozeboom,Joe Rebik,Chris Riddle,Kaiden Fiebelkorn,3,5,Ben Wallace,7,0000320,cf,c,ss,rf,1b,dh,lf,2b,3b,Zach Edwards,,"Kammin, Z."
3/1/2019,Lovell,Tholl,Swords,Kent,"Smith, A.J.",Staker,Strohm,Goodman,Hopp,0,3,May,6,000020001,lf,rf,3b,1b,dh,ss,2b,c,cf,Borman,,webster,Nick Henrichs,Game 2 of doubleheader,9,,"Sauget, Ill. (GCS Ballpark)",3:10pm,2:13,Webster coach Bill Kurich wins career win No. 400,BVU,buena vista,Bryce Rheault,Peyton Renning,Austin Scott,Tyler Tennyson,Porter Sartor,Alex Savary,Joe Rock,Tyler Stoltze,Noah Paper,1,2,Nick Henrichs,7,101000000,2b,cf,rf,p/dh,3b,lf,1b,c,ss,Tyler Tennyson,,May
3/14/2019,Aaron Nichols,Spencer Scheer,Tyler Winterstein,Derek Kolbush,Will Watkins,Riley Ward,Evan Gellatly,Kaleb Knox,Bradyn Thomas,4,2,Tucker McHugh,8,1001000,2b,lf,rf,1b,c,ss,cf,3b,dh,Hayden Parker,,nebraska wesleyan,Hayden Parker,,7,,"Tucson, Ariz. ()",9:00 am,2:20,,,minot state,Wyatt Schlosser,Michael Borst,Darrel Doll,Celestino Rodriguez,Jake Collins,Geordie McDougall,Ryley Humringhouse,Tyler Wittshire,Dillon Buckmeier,2,13,Matt Sartwell,13,1100074,rf/cf,dh,3b,1b,lf/rf,c,ss,2b/ss,cf,Zack Newman,,Zack Newman
3/15/2019,Jack Lasswell,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Jordan Goldstein,Zach McCoy,Luke Carroll,Jarad Clevenger,2,8,Chase Kueter,12,21000230X,2b,rf,1b,cf,dh,3b,ss,c,lf,Chase Kueter,,"dubuque, univ. of",B. Sumner,,9,,"Tuscon, Ariz. ()",9:00 AM,,,,concordia wisconsin,S. Tillmon,J. Zywiciel,C. Rodriguez,A. Dart,S. Beers,D. Barth,T. Haffey,E. Paz,B. Gosswein,2,3,G. Lietzau,4,000000012,ss,cf,lf,rf,3b,2b,c,1b,dh,B. Sumner,,Chase Kueter
3/23/2019,McNair,Harris,Jeffery,Nunemaker,DeKruyf,Walker,Ridge,Hayes,Baumann,1,5,Eybers,9,10200020X,cf,2b,1b,rf,lf,dh,ss,3b,c,Kilpatrick,,wartburg college,Jordan Nelson,Kilpatrick faced 1 batter in the 5th.,9,,"Waverly, Iowa (Hertel Field)",5:40 pm,2:15,Home Plate: Jared KoppFirst: Brian Farnsworth,,"dubuque, univ. of",Jack Lasswell,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Jordan Goldstein,Jarad Clevenger,Luke Carroll,Zach McCoy,2,3,Derek Hardin,6,002100000,2b,rf,1b,cf,dh,3b,lf,c,ss,Jordan Nelson,,Eybers
4/14/2019,Johnson,Halverson,Athmann,Plunkett,"Hingst, B.",Vander Lind,Schnobrich,McCready,Vogt,1,12,Loch,11,00200532X,2b,ss,rf,c,3b,1b,lf,dh,cf,Bode,LUT,luther,Tanner Wood,Wood faced 4 batters in the 6th.,9,Loch,"Decorah, Iowa (Luther College)",12:05 pm,2:50,,CEN,central,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Joe Rebik,Trevor Kimm,Ben Wallace,Chris Riddle,Lucas Farren,1,5,Spencer Davidson,10,000020300,cf,1b,ss,p/dh,lf,c,3b,2b,rf,Tanner Wood,,Bode
3/18/2019,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Ryan Bouwman,Jon Rozeboom,Chris Riddle,Ben Wallace,Lucas Farren,1,13,Ryan Riddle,15,055120X,cf,c,ss,rf,1b,dh,2b,3b,lf,Rece Martin,,central,Rico Aliva,,7,,"Kissimmee, Fla. (Osceola County Stadi)",4:30 pm,2:40,,,crown,Seth Betts,Levi Knott,Gideon Dunn,Kress Medina,Camden Wiens,Bailey Sarto,Chad Herrera,Dylan O'Neil,Matt Sanchez,2,0,Luis Pujols,3,0000000,ss,rf,lf,3b,1b,2b,dh,c,cf,Rico Aliva,,Rece Martin
3/18/2019,Jared Abelson,Michael Moreno,Leonardo Bucello,Alec Silverman,Sam Rosevear,Zach Fried,Alex Bearden,Michael Helton,Anthony,3,7,Will Moscato,10,01100050X,cf,dh,3b,c,lf,rf,ss,1b,2b,Thomas Shogren,,macalester,Tate Holmes,Holmes faced 3 batters in the 7th.,9,,"Tucson, Ariz. (Kino Sports #4)",11:00am,2:30,,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Tyler Tennyson,Joe Rock,Tyler Stoltze,Coleman Roberts,Logan Mueller,Noah Paper,2,5,Reed Fitzke,9,000102002,2b,lf,cf,dh,1b,c,rf,3b,ss,Casey Hendricks,,Will Moscato
4/2/2019,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Patrick Diemer,Chris Riddle,Trevor Kimm,Ben Wallace,Lucas Farren,2,10,Kyle Wright,11,12501100X,cf,1b,ss,rf,dh,2b,c,3b,lf,Zach Edwards,CEN,central,Ethan Peters,Davidson faced 4 batters in the 8th.,9,,"Pella, Iowa (Kuyper Ath. Complex)",1:00 pm,2:55,Home Plate: Collin JacobsenFirst: Rex Engstrand,LOR,loras,Austin Konagel,Luke Fennelly,Cole Thompson,Jake Oglesby,Robbie Agerbeek,Danny Paluch,Dylan Pardoe,Ryan Gorman,Joe Egan,4,6,Patrick Costello,8,000100320,2b,ss,c,lf,1b,cf,3b,dh,rf,Ethan Peters,41 degrees partly cloudy,Zach Edwards
3/7/2019,Eric Marriott,Markus Melendez,Steve Cochrane,Steven Pagan,Dougie DelaCruz,Sam Majewski,Devyn McCarty,Justin L. Johnson,Justin Johnson,3,3,Bryce Bedard,10,00101100000,cf,c,rf,3b,lf,1b,dh,2b,ss,Roland Thivierge,,mitchell,Bryce Bedard,,11,,"Winter Haven, Fla. (Chain of Lakes)",9:15 am,,,COE,coe college,TJ Johnson,Kevin DeLaney,Jordan Kaplan,Riley LeGrand,Jacob Burns,Daniel Berger,Kyle Alvarado,TJ Deardorff,Jacob Henry,2,4,TJ Johnson,11,00020010001,ss/p,cf,1b,dh,lf,c,rf,2b/p,3b,Jack Greene,,TJ Johnson
4/9/2019,JoJo McNair,Bryce Butler,Tyler Nunemaker,Emmanuel Jeffery,Tyler Hovick,Collin Guinn,Parker Ridge,Joesph Baumann,Jarod Harris,2,3,Matt Milewski,5,020000001,cf,3b,rf,dh,lf,1b,ss,c,2b,Brady Kraus,WAR,wartburg college,Brady Kraus,,9,John Colucci III,"Waverly, Iowa (Hertel Field)",6 p.m.,2:10 hr,Home Plate: David NeeFirst: Scott Behn,LUT,luther college,Kelby Johnson,Jake Halverson,Luke Plunkett,Trent Athmann,Owen Vander Linden,Bryce Hingst,Joe McKibben,Derek McCready,Jake Vogt,0,8,John Colucci III,10,200200103,2b,ss,c,rf,1b,3b,lf,dh,cf,Nate Loch,,Calvin Brinda
3/11/2019,Cody Ulfers,Grant Becher,Ben Boran,Nick Caldeen,Ross Beumer,Brady Schuster,Tim Pasiuk,Brent Fowler,Jared Gesell,5,5,Matt Jensen,14,1001003,lf,2b,ss,c,cf,1b,dh,3b,rf,Tommy Gannon,,bethany lutheran,Tommy Gannon,,7,,"Tucson, Ariz. (Kino Sports Complex)",7:15 pm,2:15,,,"dubuque, univ. of",Jack Lasswell,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Daulton Kvenvold,Brandon Ramos,Jordan Goldstein,Zach McCoy,2,12,Doug Knight,13,0224022,2b,rf,1b,cf,dh,c,lf,3b,ss,Jordan Nelson,,Jordan Nelson
3/10/2019,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Tyler Tennyson,Alex Savary,Tyler Stoltze,Porter Sartor,Noah Paper,1,11,Tyler Tennyson,14,212600X,2b,1b,cf,rf,p,lf,c,3b,ss,Tyler Tennyson,,buena vista,Ryan Chang,,7,,"Topeka, Kan. (Bettis Family Sports)",12:00pm,,,,grinnell college,Quinton McNitt,Matthew Inaba,Jared Booth,Julian Cabrera,Jack Hager,Chad Koehler,Riley Guieb,Jonathan Gottlieb,Kory Crajkowski,3,1,Daniel Lubelfeld,2,0000001,1b,lf,3b,dh,rf,c,cf,ss,2b,Ryan Chang,,Tyler Tennyson
4/13/2019,Jack Lasswell,Jacob Sonnefeldt,Kellen Mitchell,Thomas Kempf,Justin Jensen,Max Snowden,Daulton Kvenvold,Zach McCoy,Jordan Goldstein,0,8,Shaun Logan,13,150002X,2b,lf,1b,dh,cf,rf,c,ss,3b,Nick Sewruk,,"dubuque, univ. of",Andrew Deisinger,,7,,"Dubuque, Iowa (Dan W. Runkle Field)",4:30,1:20,,,martin luther,Tyler Roecker,Matt Baehman,Caleb Christopher,Jared Lindemann,Dillon Solomon,Andrew Deisinger,Adam Kock,Nate Goelzer,Wade Shult,2,0,Andrew Mantz,2,0000000,2b,lf,rf,1b,cf,p/dh,ss,3b,c,Andrew Deisinger,"48 Degrees, Cloudy",Nick Sewruk
3/12/2019,Ryan Taylor,Adam Lamb,Klaiton Wolff,Sam Hodges,Andrew Torbeck,Joe Wood,Tucker Rappe,Mark Islas,Matthew Schroeder,0,6,Austin Rexroad,10,201200001,ss,rf,3b,1b,cf,lf,dh,c,2b,Sam Alender,,greenville,Erik Edminster,,9,,"Kissimmee,Fla (Oscela Heritage)",9:00 AM,2:13,,LOR,loras,Luke Fennelly,Austin Konagel,Cole Thompson,Jake Oglesby,Robbie Agerbeek,Danny Paluch,Dylan Pardoe,Dakota Church,Joe Egan,1,5,Erik Edminster,8,001300100,ss,2b,dh,lf,1b,cf,3b,c,rf,Sam Marhefke,75 degrees Cloudy,Austin Rexroad
3/24/2019,W. Ulrich,M. Jackson,J. Stock,J. Schramel,T. Meland,J. Wingerd,H. Lindquist,E. Roe,M. Gruber,0,2,J. Dickmeyer,8,10000001X,rf,cf,dh,3b,2b,lf,1b,c,ss,J. Dickmeyer,,saint john's univ.,Kyle Bode,,9,,"Collegeville, Minn. (Becker Park)",12:01 pm,1:47,Home Plate: Jeff GrastoSecond Base: Lee Gruen,LUT,luther college,Jake Vogt,Joe McKibben,Trent Athmann,Derek McCready,Bryce Hingst,Owen Vander Linden,Luke Plunkett,Jake Halverson,Kelby Johnson,0,1,Calvin Brinda,7,000100000,cf,lf,rf,dh,3b,1b,c,ss,2b,Kyle Bode,"41 degrees, overcast, NE 7",J. Dickmeyer
3/8/2019,TJ Johnson,Kevin DeLaney,Jacob Burns,Daniel Berger,Riley LeGrand,Nolan Arp,Cameron Frazier,Jordan Kaplan,TJ Deardorff,0,4,Andrew Schmit,7,100300X,ss,rf,lf,c,dh,2b,cf,1b,3b,Matthew Mittelmark,,coe college,Greg Poggioli,,7,Andrew Schmit,"Kissimmee, FL (Osceola Heritage #2)",7:15 PM,2:05,,,keene state,Sam Czel,Mac Struthers,Connor Walsh,Connor Longley,Tyler Gammie,John Tarascio,Ryan Linehan,David Sevigny,Tom Meucci,1,2,Shawn O'Donnell,5,1010000,lf,ss,1b,dh,3b,rf,c,cf,2b,Greg Poggioli,"Clear, 71",Matthew Mittelmark
3/10/2019,Durbin,Nagel,Brinkman,Ostrander,LaMantia,Styka,Kleiboeker,Robinson,Dalinghaus,1,8,Lopes,13,01213010X,ss,2b,3b/1b,cf,1b,c,dh,lf,rf,Black,,washu,Kyle Bode,,9,Lopes,"St. Louis, Mo. (Kelly Field)",3:30 PM,2:50,,LUT,luther,Joe McKibben,Jake Halverson,Jake Vogt,Trent Athmann,Bryce Hingst,Derek McCready,Tommy Gleason,Owen Vander Linden,Kelby Johnson,1,6,John Colucci III,10,000023010,rf,ss,cf,c,3b,dh,lf,1b,2b,Kyle Bode,45 degrees and overcast,Viersen
3/16/2019,J. Paparelli,S. Kasting,B. Reed,C. Dearing,B. Stanfield,C. Hennemann,D. Hallemann,G. Argyilan,Sommerfeld,1,8,D. Loschen,15,600101X,cf,ss,3b,dh,rf,c,1b,lf,2b,D. Loschen,,illinois college,Zach Kammin,,7,,"Jacksonville, Ill. (Joe Brooks Field)",12:00 PM,1:45,Home Plate: Chad OzeeFirst: Sam Clark,COE,coe college,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Daniel Berger,Nolan Arp,TJ Deardorff,Gannon O'Brien,Isaac Evans,0,4,Lucas Robbins,7,0020101,rf,dh,1b,lf,c,2b,ss,3b,cf,Zach Kammin,Sunny and cool,D. Loschen
3/26/2019,Jack Lasswell,JJ Valencia,Kellen Mitchell,Ian Meyer,Jordan Goldstein,J. Pawlowski,Daulton Kvenvold,Jarad Clevenger,Jacob Sonnefeldt,2,4,Nick Sewruk,8,00300001X,2b,rf,1b,dh,ss/3b,cf,c,lf,3b,Tyler Carlson,,"dubuque, univ. of",Avery Dean,,9,Nick Sewruk,"Dubuque, Iowa (Dan W. Runkle Field)",3:30,2:00,,,knox college,Juston Woodard,Brendan Powers,Matthew  Shover,Kobe Shutter,Andrew  Kirchmeier,Tristan Hannah,Benjamen Bartholomew,Benjamin Rogina,Dalton James,1,2,Stryker Davies,2,200000000,rf,2b,ss,1b,3b,lf,dh,c,cf,Avery Dean,"45, Sunny",Tyler Carlson
