date,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
3/13/2019,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Jon Rozeboom,Ryan Bouwman,Patrick Diemer,Chris Riddle,Kaiden Fiebelkorn,0,12,Ryan Riddle,18,24123000X,cf,c,ss,rf,dh,1b,lf,2b,3b,Ben Wallace,,central,A. Francioso,,9,Ryan Riddle,"Auburndale, Fla. (Lake Myrtle Park #6)",9:30 am,3:00,,,dickinson,B. Carter,J. Volpe,M. Matilsky,A. Cohen,B. Pell,B. Reilly,A. Jacobson,M. Brown,C. Delsandro,1,11,A. Francioso,11,310303001,cf,dh,3b,lf,2b,1b,rf,ss,c,M. Thompson,,Marcus Wenzel
3/8/2019,Brody Bonadio,Mikey Sullivan,Tyler Holland,Chris Common,Evan Johnston,Griffin Clark,Derek Shaw,Daniel Kiester,Ben Green,6,2,Tony Iannuzzo,2,1000010,2b,3b,1b,lf,rf,dh,c,ss,cf,Matt Mish,,pitt-greensburg,Matt Mish,,7,,"Auburndale,Fla (Lake Myrtle Field #6)",4:00 PM,1:53,,LOR,loras,Luke Fennelly,Austin Konagel,Cole Thompson,Jake Oglesby,Robbie Agerbeek,Danny Paluch,Dylan Pardoe,Ryan Wohlers,Joe Egan,1,6,Ethan Peters,7,0011040,ss,2b,c,lf,dh,cf,3b,1b,rf,Sam Marhefke,Sunny 76 degrees,Sam Marhefke
4/13/2019,A. Konagel,C. Thompson,D. Paluch,R. Agerbeek,D. Pardoe,D. Church,J. Oglesby,L. Fennelly,J. Egan,2,7,T. Fallon,14,00104101X,2b,c,cf,1b,3b,dh,lf,ss,rf,S. Marhefke,LOR,loras,T. Jansen,,9,T. Fallon,"Dubuque, Iowa (Petrakis Park)",2:00 PM,,,SIM,simpson,D. Creger,J. Breitbart,T. Schmitt,K. Arnold,K. Perez,N. Carlin,B. Held,T. Moore,R. Hintz,2,4,C. Liston,6,100100020,rf,dh,c,3b,1b,ss,lf,cf,2b,T. Jansen,,S. Marhefke
3/16/2019,Aaron Nichols,Riley Ward,Tyler Winterstein,Derek Kolbush,Will Watkins,Evan Gellatly,Kaleb Knox,Brook Johnson,Bradyn Thomas,3,14,Sam Condello,12,13204202X,ss,p/dh,rf,1b,c,cf,3b,lf,2b,Riley Ward,,nebraska wesleyan,Jamie Kaye,,9,Sam Condello,"Tucson, Ariz. (Kino Complex)",3:00 pm,3:00,,,augsburg,Troy Ouellette,Mike Brookshaw,Joe Rydel,Clayton Bodine,Dylan Foote,Dan Phyle,Walker Rogers,Donovan Tomony,Chris Steinhoff,7,9,Joey Tschida,18,201130011,rf,2b,c,ss,dh,cf,3b,1b,lf,Jamie Kaye,,Riley Ward
3/30/2019,JJ Valencia,Jack Lasswell,Kellen Mitchell,Thomas Kempf,Jacob Sonnefeldt,Brandon Ramos,Jordan Goldstein,Daulton Kvenvold,Zach McCoy,4,1,Brian Sholty,3,0000010,cf,2b,1b,dh,lf,rf,3b,c,ss,Nick Sewruk,,"dubuque, univ. of",Nick Sewruk,,7,,"Dubuque, Iowa (Dan. W. Runkle Field)",3:40 pm,2:15,Home Plate: Paul KeitelFirst: Alan Stekle,LUT,luther college,Kelby Johnson,Luke Plunkett,Trent Athmann,Owen Vander Linden,Joe McKibben,Bryce Hingst,Derek McCready,Jake Halverson,Jake Vogt,0,18,Ross Hingst,17,0051741,2b,c,rf/cf,1b,lf,3b,dh,ss,cf/3b,Kyle Bode,41 NNW 25 mph,Kyle Bode
3/31/2019,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Tyler Tennyson,Tyler Stoltze,Ryley McGregor,Porter Sartor,Noah Paper,3,5,Casey Hendricks,9,02020001X,2b,1b,cf,rf,p/dh,c,lf,3b,ss,Tyler Tennyson,,buena vista univ.,Lopez,,9,,Storm Lake (BVU BB Complex),2,2:00,,LOR,loras college,Konagel,Fennelly,Thompson,Oglesby,Agerbeek,Paluch,Church,Pardoe,Egan,1,4,Fallon,5,030000010,2b,ss,dh,lf,1b,cf,c,3b,rf,Lilienthal,,Casey Hendricks
3/26/2019,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Joe Rock,Tyler Tennyson,Tyler Stoltze,Porter Sartor,Easton Bahr,3,11,Gage Smart,14,020303003,2b,lf,cf,rf,1b,dh,c,3b,ss,Devon VanHouten,,buena vista univ.,Jake Millard,,9,,Storm Lake (BVU BB Field),5:15,2:35,,,hamline univ.,Nolan Schoonveld,Cullen Buck,Zack Langton,Elliott Engen,Logan Tollefson,Jake Dujmovic,Broady Russell,Dayton Gutsch,Ryan Brauer,4,10,Jake Millard,12,102100411,rf/1b,2b,cf,c,1b/rf,p/dh,3b,ss,lf,Jake Dujmovic,,Gage Smart
3/16/2019,Nolan Schoonveld,Cullen Buck,Zack Langton,Devin Rodgers,Broady Russell,Elliott Engen,Jake Dujmovic,Logan Tollefson,Noah Wolfe,3,6,Evan Bayer,8,2040000,1b,2b,rf,cf,3b,c,ss,lf,dh,Ben Resnick,,hamline univ.,Evan Bayer,,7,,"Tucson, Ariz. (Kino Sports Field 6)",4:06pm,2:00,,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Fitzke,Tyler Stoltze,Colton Mills,Porter Sartor,Noah Paper,3,8,Gage Smart,11,2000402,2b,1b,cf,rf,lf,c,dh,3b,ss,Tyler Tennyson,,Gage Smart
3/2/2019,Trent Athmann,Jake Halverson,Bryce Hingst,Jake Vogt,Joe McKibben,Derek McCready,Tommy Gleason,Owen Vander Linden,Kelby Johnson,0,2,Nate Loch,9,01000001,c,ss,3b,cf,rf,dh,lf,1b,2b,Kyle Bode,,luther,Evan Bayer,,8,,"Fort Scott, Kansas (Dave Regan Stadium)",12:30,1:55,,,hamline university,Nolan Schoonveld,Cullen Buck,Zack Langton,Elliott Engen,Jake Dujmovic,Devin Rodgers,Broady Russell,Ryan Brauer,Cyle Hartwig,1,1,Evan Bayer,3,00001000,1b,2b,rf,dh,ss,cf,3b,lf,c,Evan Bayer,Cold,Nate Loch
3/24/2019,Luke Fennelly,Austin Konagel,Cole Thompson,Danny Paluch,Robbie Agerbeek,Jake Oglesby,Dylan Pardoe,Matt Gruszkowski,Bill Luzzo,1,3,Ryan Wohlers,7,000000012,ss,2b,c,cf,1b,lf,3b,dh,rf,Sam Marhefke,,loras,Sam Marhefke,Marhefke faced 4 batters in the 7th.,9,T. McHugh,"Dubuque, Iowa (Petrakis Park)",3:00 PM,2:30,,,neb. wesleyan,A. Nichols,R. Ward,D. Kolbush,J. Wojtalewi,B. Johnson,E. Gellatly,K. Knox,W. Watkins,Z. Plummer,0,5,T. McHugh,10,001101101,2b,ss,1b,dh,lf,cf,3b,c,rf,H. Parker,49 / Cloudy / Drizzle,H. Parker
3/14/2019,Jack Lasswell,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Daulton Kvenvold,Jarad Clevenger,Jordan Goldstein,Zach McCoy,3,4,Derek Hardin,6,000200200,2b,rf,dh,cf,1b,c,lf,3b,ss,Nick Sewruk,,"dubuque, univ. of",Nick Sewruk,,9,,"Tucson, Ariz. (Kino Sports Complex)",7:00,2:30,,,wesleyan,A. Cappitell,J. Alonzo,A. Kauf,R. Earle,D. Rose,N. Valicenti,J. Corning,T. Fulkerson,A. Keith,2,18,J. Alonzo,17,370232001,lf,ss/p,1b,rf/ss,dh,c,2b,3b,cf,P. Clare,,P. Clare
3/16/2019,L. Hosie,B. Ramirez,Brueggemeyer,J. Jones,N. Mahoney,C. Lee,C. Oney,J. Faubion,E. Birriel,4,2,K. Eberlan,3,100001X,lf,1b,rf,cf,c,3b,dh,ss,2b,A. Harlan,,letourneau,Ben Milewski,,7,,"Longview, Texas (Conrad-Vernon Field)",3:00 PM,1:48,,WAR,wartburg,JoJo McNair,Jarod Harris,Emmanuel Jeffery,Ethan Hayes,Tyler Nunemaker,Tyler Hovick,Parker Ridge,Collin Guinn,Dylan Salinas,1,1,Ben Milewski,7,0000010,cf,2b,dh,3b,rf,lf,ss,1b,c,Ben Milewski,"59, Sunny, Wind N 8 MPH",K. Eberlan
5/3/2019,Brook Johnson,Riley Ward,Tyler Winterstein,Derek Kolbush,Evan Gellatly,Kaleb Knox,Spencer Scheer,Aaron Nichols,Jackson Cummins,2,12,Josh Seifert,15,31101600X,dh,ss,rf,1b,cf,3b,lf,2b,c,Hayden Parker,NWU,nebraska wesleyan,Rece Martin,,9,Josh Seifert,"Lincoln, Neb. (NWU Field)",3:00 pm,3:05,Home Plate: Chris GianunzioFirst: Josh Mara,CEN,central,Garrett Saunders,Ryan Bouwman,Tanner Wood,Joe Rebik,Coy Moore,Trevor Kimm,Ben Wallace,Cole Havlovic,Lucas Farren,3,11,Rece Martin,16,040040030,ss,1b,rf,dh,cf,c,3b,lf,2b,Nick Long,"65 degrees, partly cloudy",Tucker McHugh
3/26/2019,Jack Lasswell,Brandon Ramos,Kellen Mitchell,Thomas Kempf,Jordan Goldstein,JJ Valencia,Justin Jensen,Zach McCoy,Luke Carroll,0,8,"Knight, D",9,10113200X,2b,lf,dh,1b,3b,rf,cf,ss,c,Nathan Schneiderman,,"dubuque, univ. of",Austin Batterson,,9,,"Dubuque, Iowa (Dan W. Runkle Field)",1:00,2:00,,,knox college,Dalton James,Brendan Powers,Kobe Shutter,Andrew  Kirchmeier,Connor Gwaltney,Spencer  Bauer,Benjamin Bucher,C. McTeague,Juston Woodard,4,0,Zane Huffman,2,000000000,cf,2b,1b,3b,c,dh,lf,ss,rf,Austin Batterson,"45, sunny",Nathan Schneiderman
3/15/2019,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Joe Rock,Porter Sartor,Alex Savary,Ryley McGregor,Noah Paper,1,11,Andy Bower,15,600001202,2b,c,cf,rf,1b,3b,dh,lf,ss,Chris Gumto,,buena vista,"Smith,T",,9,,"Tucson, Ariz. (Kino Sports Complex)",3 p.m.,3:10,,,lourdes,"Denman,J","Davis,M","Pastor,G","Gallo,C","Childress,N","Gargus,B","Horman,B","Righman,C","Oulds,A",2,10,"Smith,T",8,602020000,lf,2b,ss,1b,3b,dh,c,rf,cf,"Lojko,M",,Andy Bower
4/9/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Daniel Berger,Cameron Frazier,Nolan Arp,TJ Johnson,Jacob Henry,0,8,Lucas Robbins,13,00310220X,rf,dh/p,1b,lf,c,cf/lf,2b,ss/p,3b,Alex Timp,,coe college,"Carlson, T.",,9,,"Cedar Rapids, Iowa (Daniels Park)",3 pm,2:40,Home Plate: Chris OberbroecklingFirst: Bret Miell,,"dubuque, univ. of","Lasswell, J.","Valencia, JJ","Mitchell, K.","Kempf, T.","Kvenvold, D.","Clevenger, J","Goldstein, J",J. Pawlowski,"McCoy, Z.",4,3,"Dunham, L.",3,000100200,2b,rf,1b,dh,c,lf,3b,cf,ss,"Carlson, T.","mid 60s, cloudy",Matthew Mittelmark
